StatTime	Account	Role	ItemName	G	D	P	Cnt
2019_09_26 14:28:17	dinhnghia37	123ZAAHIHI	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	dinhnghia37	123ZAAHIHI	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	clone19	123zdz12312515	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	clone16	124sad5a	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	clone16	124sad5a	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nsnl13022	125125125	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	test12345vn	12asd123	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	test1234vn	12asdasd	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	huyco1999	12c1cdd1	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	cayvang6	12e1212	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	cayvang8	12e1223	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	cayvang9	12e1231e212	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	cayvang7	12e12e12	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	cayvang9	12e21321	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	cayvang0	12eqwe12	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	giomuadongbac1	12sadsa	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	cayvang7	1eqweqe1	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nhuttan	1ewqewqe	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	nhuttan	1ewqewqe	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	rmawkghkd	1PhÛtAndiez	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	rmawkghkd	1PhÛtAndiez	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	rmawkghkd	1PhÛtAndiez	Tu Ch©n Y’u Quy’t	2	0	554	1
2019_09_26 14:28:17	rmawkghkd	1PhÛtAndiez	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	longhuong	1stDaiSuHuynh	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	phongemga113	1stGaLai	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	phongemga113	1stGaLai	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	phongemga113	1stGaLai	Tu Ch©n Y’u Quy’t	2	0	554	3
2019_09_26 14:28:17	phongemga113	1stGaLai	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	longhuong	1stLongIdol	Tu Ch©n Y’u Quy’t	2	0	554	2
2019_09_26 14:28:17	longhuong	1stNgoanHien	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	ozevip123456	1tunhyeu	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	lvducht	1Vac1Mang	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	lvducht	1Vac1Mang	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	lvducht	1Vac1Mang	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	toolest5	21212121	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	trihao1	21312qweqw	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	trihao1	21312qweqw	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	trihao1	21312qweqw	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	trihao1	21312qweqw	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	trihao1	21312qweqw	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	trihao3	21321eqwqwe111	C©y b∏t nh∑ to	2	0	398	6
2019_09_26 14:28:17	trihao3	21321eqwqwe111	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	trihao3	21321eqwqwe111	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	cayvang1	21e12e1	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nhuthikhong999	222222	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	chosoihatam666	2222222	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	chosoihatam666	2222222	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	123456	2222222222	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	123456	2222222222	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	chosoihatam666	2233333	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	chosoihatam666	2233333	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	tuyensa1	2314123412321	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	tuyensa1	2314123412321	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	123456	23232233223	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	tamtinhtoan2000	2331113	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	tamtinhtoan2000	2331113	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	nsnl13023	2335bvbb	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	quang2110199666	234234asd	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	tuyensa1	23432432	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	tuyensa1	234324321231	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	0866719462	2345342534	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	0866719462	2345342534	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	0866719462	2345342534	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	ozevip321	23453rfr	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	ozevip321	23453rfr	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	cuongdau1x	25251325	Tu Ch©n Y’u Quy’t	2	0	554	3
2019_09_26 14:28:17	cuongdau1x	25251325	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	cayvang01	2e1e1222	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	namngu1	31231213	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	namngu1	3123123	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nhuttan	312312312	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	namngu1	3123131231	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	toolest5	31231312414	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	gameviet24h7x1	312323	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	giomuadongbac1	3123aada	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	dongdubai2	31241251	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	toolest6	31415151	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	vanhieulc114	3232323	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	12345671	3243454353	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	0866719462a2	324535345	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	ozevip3211	324543	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	duy12345vn	324dfgdfsg	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nsnl130214	32w4twrgere	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	nsnl130214	32w4twrgere	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	nsnl130214	32w4twrgere	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	nsnl130214	32w4twrgere	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nsnl130214	32w4twrgere	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	nuhoangkim5	33333333333	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	vanhieulc116	334343434	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	12345671	3423432	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	0866719462a	342343534	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	0866719462a	342343534	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	0866719462a	342343534	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	0866719462a	342343534	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	vanhieulc115	34343434	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	0866719462a3	3434343434	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nsnl13022	3434h3h	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	0866719462a2	3453453	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	0866719462a	3454355	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	0866719462a	3454355	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	0866719462a	3454355	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	0866719462a	3454355	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	ozevip3211	345dsf	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	dongdubai3	346fgdhd	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nsnl13028	34g3gehg	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nsnl13027	34gergdfh	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	nsnl13027	34gergdfh	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nsnl130210	34t3eyery	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	nsnl130210	34t3eyery	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nsnl13025	34y34ryert	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	nsnl13025	34y34ryert	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nsnl130214	3535he45j	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	nsnl130214	3535he45j	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	toolest6	3545523	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	dongdubai3	35fdgdfg	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	dinhnghia36	35xGaiNghanh	C©y b∏t nh∑ to	2	0	398	17
2019_09_26 14:28:17	dinhnghia36	35xGaiNghanh	C©y b∏t nh∑ nh·	2	0	504	11
2019_09_26 14:28:17	dinhnghia36	35xGaiNghanh	Tu Ch©n Y’u Quy’t	2	0	554	30
2019_09_26 14:28:17	dinhnghia36	35xGaiNghanh	Tui Hat Giong	2	1	30087	6
2019_09_26 14:28:17	dinhnghia35	35xLinhNghanh	C©y b∏t nh∑ to	2	0	398	12
2019_09_26 14:28:17	dinhnghia35	35xLinhNghanh	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	dinhnghia35	35xLinhNghanh	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	dinhnghia35	35xLinhNghanh	Tui Hat Giong	2	1	30087	4
2019_09_26 14:28:17	0866719462a3	4234234434	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	zoko661	43354dffg	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	zoko661	43354dffg	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	12345671	4343434	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	0866719462a3	4353456345	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nuhoangkim5	444444	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	ozevip3211	453645	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	0866719462a1	454543535	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	vanhieulc115	4545454545	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	kkkunghia1	4564545645	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	mrteo5	456456gf	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	3555x111	456785	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	duy1234vn	456dfgdfg	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	mrteo5	48978hh5	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	3555x111	4967496	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nsnl13023	4gweherhe	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nsnl13029	4t34e3ryer	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	dongdubai	532336	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	dongdubai	532336	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	0866719462a	534534567	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	0866719462a	534534567	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	0866719462a	534534567	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	0866719462a1	54645645	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	0866719462a1	54645645	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	gameviet24h7x1	555555	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nhtl04949696	5DOCCCCCC	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	nhtl04949696	5DOCCCCCC	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	nhtl04949696	5DOCCCCCC	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nhtl04949696	5DOCCCCCC	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	thanhtru2k11	5dtapchoi	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	thanhtru2k11	5dtapchoi	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	thanhtru2k11	5dtapchoi	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	thanhtru2k11	5dtapchoi	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	mrteo2	678767876G	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	mrteo2	678767876G	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	3555x111	6846768a	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	0866719462a1	75675675	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	0866719462a2	77667777	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	mrteo4	78678hj	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	realcher1	9xJx2VoTinh	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nuhoangkim3	aaaaaaaaaa	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	ak444sh	aaaaaaaaaaaaaaaa	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nuhoangkim4	aaaaaaaaaaaaasss	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	beobeo5	aaaaaaaaaag	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nuhoangkim2	aaaaaaadfdd	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nuhoangkim2	aaaaaadd	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	beobeo6	aaaaaav	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nuhoangkim2	aaaaassssss	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	test123456vn	aaaasdsd123	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	thai123	aasdas	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	thai123	aasdas	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	thai123	aasdas	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	truong2	abcxyz	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	ozevip321	abcxzy	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	ozevip321	abcxzy	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	longviva	ABHSBKAA	C©y b∏t nh∑ to	2	0	398	3
2019_09_26 14:28:17	longviva	ABHSBKAA	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	longviva	ABHSBKAA	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	longviva	ABHSBKAA	Tui Hat Giong	2	1	30087	1
2019_09_26 14:28:17	thiheo2013	AccClone	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	behuyenanh	Accgiudo	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	behuyenanh	AccKiemDo	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	clone18	ad457asd13123	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	doanga1	addidas	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	doanga1	addidas	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	doanga1	addidas	Tu Ch©n Y’u Quy’t	2	0	554	2
2019_09_26 14:28:17	doanga1	addidas	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	tuyensa	ADMOCCHO	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	tuyensa	ADMOCCHO	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	tuyensa	ADMOCCHO	Tu Ch©n Y’u Quy’t	2	0	554	5
2019_09_26 14:28:17	tuyensa	ADMOCCHO	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	tuyensa	ADMOCCHO1	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	quang21101996666	adsd12aca	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	duy12345vn	adsdgfrghjhg	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	test1234vn	adsf12312312	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	nhuttan	aeqweqw	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_26 14:28:17	nhuttan	aeqweqw	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	lathahkut	ahihihihi	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	qminhgiao03	akiufyf	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	pokemon1997	AL™H p	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	pokemon1997	AL™H p	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	pokemon1997	AL™H p	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	pokemon1997	AL™H p	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	s2votinh1	anhdayvbc	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	iobaongoc2017	Anhyeuem	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	iobaongoc2017	Anhyeuem	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	iobaongoc2017	Anhyeuem	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	senmaknae3	Anhß©y	C©y b∏t nh∑ to	2	0	398	10
2019_09_26 14:28:17	senmaknae3	Anhß©y	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_26 14:28:17	senmaknae3	Anhß©y	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	senmaknae3	Anhß©y	Tui Hat Giong	2	1	30087	2
2019_09_26 14:28:17	amxvippr05	asasqsqs	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	amxvippr05	asasqssq	Chi’n Th«n hoµn	2	1	1005	1
2019_09_26 14:28:17	amxvippr06	asassa	Chi’n Th«n hoµn	2	1	1005	1
