StatTime	Account	Role	ItemName	G	D	P	Cnt
2019_09_26 09:13:25	dta111	00000000	Non Thien Ha Vo Song	0	101	30207	1
2019_09_26 09:13:25	dta111	00000000	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_26 09:13:25	dta111	00000000	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_26 09:13:25	dta111	00000000	Thien Dia Gioi	0	102	30038	1
2019_09_26 09:13:25	dta111	00000000	Nhat Nguyet Gioi	0	102	30037	1
2019_09_26 09:13:25	dta111	00000000	Tay Cam Thach 4	2	1	30524	100
2019_09_26 09:13:25	dta111	00000000	Luyen Lo Thach 4	2	1	30530	27
2019_09_26 09:13:25	lamhoang12542	051154aa	Qu©n C«ng §¹i	2	1	9998	1
2019_09_26 09:13:25	lamhoang12542	051154aa	Thiªn Th¹ch Tinh Th¹	2	1	1009	8
2019_09_26 09:13:25	lamhoang12542	051154aa	Cuong Hoa Quyen 12	2	1	30424	10
2019_09_26 09:13:25	lamhoang12542	051154aa	Cuong Hoa Quyen 13	2	1	30425	10
2019_09_26 09:13:25	lamhoang12542	051154aa	Cuong Hoa Quyen 14	2	1	30426	10
2019_09_26 09:13:25	lamhoang12542	051154aa	Cuong Hoa Quyen 15	2	1	30427	10
2019_09_26 09:13:25	lamhoang12542	051154aa	Thien Dia Gioi	0	102	30038	1
2019_09_26 09:13:25	lamhoang12542	051154aa	Nhat Nguyet Gioi	0	102	30037	1
2019_09_26 09:13:25	lamhoang12542	051154aa	Linh Do Gioi Trai	0	102	30221	3
2019_09_26 09:13:25	lamhoang12542	051154aa	Quan Cong Vinh Du	2	1	30642	13
2019_09_26 09:13:25	nambeo038	0988123456	Thien Dia Gioi	0	102	30038	1
2019_09_26 09:13:25	hypeadron	0Hiihihi123	Tu Ch©n YÕu QuyÕt	2	0	554	11
2019_09_26 09:13:25	hypeadron	0Hiihihi123	Non Thien Ha Vo Song	0	101	30207	1
2019_09_26 09:13:25	hypeadron	0Hiihihi123	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_26 09:13:25	hypeadron	0Hiihihi123	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_26 09:13:25	hypeadron	0Hiihihi123	Thien Dia Gioi	0	102	30038	1
2019_09_26 09:13:25	hypeadron	0Hiihihi123	Nhat Nguyet Gioi	0	102	30037	1
2019_09_26 09:13:25	hypeadron	0Hiihihi123	Linh Do Gioi Trai	0	102	30221	2
2019_09_26 09:13:25	hypeadron	0Hiihihi123	Linh Do Gioi Phai	0	102	30222	2
2019_09_26 09:13:25	qweqaz141	0PkChinhPhai	Non Thien Ha Vo Song	0	101	30207	1
2019_09_26 09:13:25	qweqaz141	0PkChinhPhai	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_26 09:13:25	qweqaz141	0PkChinhPhai	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_26 09:13:25	qweqaz141	0PkChinhPhai	Thien Dia Gioi	0	102	30038	1
