StatTime	Account	Role	ItemName	G	D	P	Cnt
2019_09_22 19:27:56	cuoctinh100	BimBim	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	cuoctinh100	BimBim	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	cnghia11	BôngBùBóBãng	Qu©n C«ng §¹i	2	1	9998	1
2019_09_22 19:27:56	cnghia11	BôngBùBóBãng	Quan Cong Vinh Du	2	1	30642	3
2019_09_22 19:27:56	supertmt1988	BoTreCon	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	supertmt1988	BoTreCon	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	supertmt1988	BoTreCon	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	supertmt1988	BoTreCon	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	supertmt1988	BoTreCon	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	thienhavbt1	BuffLßiBÝm	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	thienhavbt1	BuffLßiBÝm	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	admin123	caubevang99x	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	admin123	caubevang99x	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	admin123	caubevang99x	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	admin123	caubevang99x	Huyet Trich Thach 4	2	22	104	100
2019_09_22 19:27:56	admin123	caubevang99x	Huyet Trich Thach 5	2	22	105	100
2019_09_22 19:27:56	admin123	caubevang99x	Huyet Trich Thach 6	2	22	106	100
2019_09_22 19:27:56	admin123	caubevang99x	Ho Phach Thach 4	2	22	304	100
2019_09_22 19:27:56	admin123	caubevang99x	Ho Phach Thach 5	2	22	305	100
2019_09_22 19:27:56	admin123	caubevang99x	Ho Phach Thach 6	2	22	306	100
2019_09_22 19:27:56	admin123	caubevang99x	Nguyet Bach Thach 4	2	22	204	100
2019_09_22 19:27:56	admin123	caubevang99x	Nguyet Bach Thach 5	2	22	205	100
2019_09_22 19:27:56	admin123	caubevang99x	Nguyet Bach Thach 6	2	22	206	100
2019_09_22 19:27:56	admin123	caubevang99x	Hac Dieu Thach 4	2	22	404	100
2019_09_22 19:27:56	admin123	caubevang99x	Hac Dieu Thach 5	2	22	405	100
2019_09_22 19:27:56	admin123	caubevang99x	Hac Dieu Thach 6	2	22	406	100
2019_09_22 19:27:56	admin123	caubevang99x	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	admin123	caubevang99x	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	admin123	caubevang99x	Tay Cam Thach 4	2	1	30524	100
2019_09_22 19:27:56	admin123	caubevang99x	Luyen Lo Thach 4	2	1	30530	100
2019_09_22 19:27:56	hoilamgi1	caveBUFF	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	hoilamgi1	caveBUFF	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	kkunghia2	cavechua	Tay Cam Thach 4	2	1	30524	100
2019_09_22 19:27:56	kkunghia2	cavechua	Luyen Lo Thach 4	2	1	30530	100
2019_09_22 19:27:56	ngotruonghai12	CCCCCC	Linh Do Gioi Trai	0	102	30221	3
2019_09_22 19:27:56	ngotruonghai12	CCCCCC	Linh Do Gioi Phai	0	102	30222	2
2019_09_22 19:27:56	ngotruonghai12	CCCCCC	Linh Do Mao	0	103	30235	1
2019_09_22 19:27:56	antonioz	CËuBÐBuån	Non Thien Ha Vo Song	0	101	30207	2
2019_09_22 19:27:56	antonioz	CËuBÐBuån	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	antonioz	CËuBÐBuån	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	antonioz	CËuBÐBuån	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	antonioz	CËuBÐBuån	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	cailolgithe	CËuBÐB¸nDam	Linh Do Mao	0	103	30235	1
2019_09_22 19:27:56	cailolgithe	CËuBÐB¸nDam	Linh Do Y 1	0	100	30235	1
2019_09_22 19:27:56	cailolgithe	CËuBÐB¸nDam	Linh Do Trang 1	0	101	30235	1
2019_09_22 19:27:56	honivn1996	ChienThanHoang	C©y b¸t nh· nhá	2	0	504	1
2019_09_22 19:27:56	honivn1996	ChienThanHoang	Linh Do Gioi Trai	0	102	30221	1
2019_09_22 19:27:56	honivn1996	ChienThanHoang	Linh Do Gioi Phai	0	102	30222	1
2019_09_22 19:27:56	honivn1996	ChienThanHoang	Tay Cam Thach 4	2	1	30524	99
2019_09_22 19:27:56	honivn1996	ChienThanHoang	Luyen Lo Thach 4	2	1	30530	99
2019_09_22 19:27:56	trungninh1508	ConGaCon	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	trungninh1508	ConGaCon	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	trungninh1508	ConGaCon	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	trungninh1508	ConGaCon	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	trungninh1508	ConGaCon	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	trungninh15082	ConMeoCon	Xu	2	1	30230	1446
2019_09_22 19:27:56	trungninh15082	ConMeoCon	Thien Cang Lenh	2	95	204	8
2019_09_22 19:27:56	trungninh15082	ConMeoCon	Thien Mon Kim Lenh	2	1	30370	8
2019_09_22 19:27:56	trungninh15082	ConMeoCon	Bach Kim Hong Bao	2	1	30228	4
2019_09_22 19:27:56	quyen95	CristianoRonaldo	Non Thien Ha Vo Song	0	101	30207	2
2019_09_22 19:27:56	quyen95	CristianoRonaldo	Ao Thien Ha Vo Song	0	100	30207	2
2019_09_22 19:27:56	quyen95	CristianoRonaldo	Quan Thien Ha Vo Son	0	103	30207	2
2019_09_22 19:27:56	quyen95	CristianoRonaldo	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	quyen95	CristianoRonaldo	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	haducanh111tq	CöuV©nLong	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	haducanh111tq	CöuV©nLong	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	haducanh111tq	CöuV©nLong	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	haducanh111tq	CöuV©nLong	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	haducanh111tq	CöuV©nLong	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	antoniox	C«BÐBuån	Tay Cam Thach 4	2	1	30524	1346
2019_09_22 19:27:56	antoniox	C«BÐBuån	Luyen Lo Thach 4	2	1	30530	2000
2019_09_22 19:27:56	kkunghia1	C¾tCu§iTu	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	kkunghia1	C¾tCu§iTu	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	kkunghia1	C¾tCu§iTu	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	kkunghia1	C¾tCu§iTu	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	kkunghia1	C¾tCu§iTu	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	amxvippr01	DaiMinhTinh	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	amxvippr01	DaiMinhTinh	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	amxvippr01	DaiMinhTinh	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	amxvippr01	DaiMinhTinh	Linh Do Gioi Trai	0	102	30221	1
2019_09_22 19:27:56	amxvippr01	DaiMinhTinh	Linh Do Gioi Phai	0	102	30222	1
2019_09_22 19:27:56	gavangdeptrai	DamVinhBiet	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	gavangdeptrai	DamVinhBiet	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	gavangdeptrai	DamVinhBiet	Quan Thien Ha Vo Son	0	103	30207	2
2019_09_22 19:27:56	gavangdeptrai	DamVinhBiet	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	gavangdeptrai	DamVinhBiet	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	gavangdeptrai	DamVinhBiet	Tay Cam Thach 4	2	1	30524	57
2019_09_22 19:27:56	gavangdeptrai	DamVinhBiet	Luyen Lo Thach 4	2	1	30530	82
2019_09_22 19:27:56	kiendoi97	DaNiElJames	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	kiendoi97	DaNiElJames	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	kiendoi97	DaNiElJames	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	laotonxz	DÐpT«ngLµo	Xu	2	1	30230	446
2019_09_22 19:27:56	laotonxz	DÐpT«ngLµo	Thien Cang Lenh	2	95	204	8
2019_09_22 19:27:56	laotonxz	DÐpT«ngLµo	Thien Mon Kim Lenh	2	1	30370	8
2019_09_22 19:27:56	laotonxz	DÐpT«ngLµo	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	laotonxz	DÐpT«ngLµo	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	laotonxz	DÐpT«ngLµo	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	laotonxz	DÐpT«ngLµo	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	laotonxz	DÐpT«ngLµo	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	kutit17t	DeathLotuss	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	kutit17t	DeathLotuss	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	kutit17t	DeathLotuss	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	kutit17t	DeathLotuss	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	kutit17t	DeathLotuss	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	dimeemcr	DjCayz	ChiÕn ThÇn hoµn	2	1	1005	1
2019_09_22 19:27:56	dimeemcr	DjCayz	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	dimeemcr	DjCayz	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	dimeemcr	DjCayz	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	dimeemcr	DjCayz	Huyet Trich Thach 4	2	22	104	100
2019_09_22 19:27:56	dimeemcr	DjCayz	Huyet Trich Thach 5	2	22	105	100
2019_09_22 19:27:56	dimeemcr	DjCayz	Huyet Trich Thach 6	2	22	106	99
2019_09_22 19:27:56	dimeemcr	DjCayz	Ho Phach Thach 4	2	22	304	100
2019_09_22 19:27:56	dimeemcr	DjCayz	Ho Phach Thach 5	2	22	305	100
2019_09_22 19:27:56	dimeemcr	DjCayz	Ho Phach Thach 6	2	22	306	94
2019_09_22 19:27:56	dimeemcr	DjCayz	Nguyet Bach Thach 4	2	22	204	100
2019_09_22 19:27:56	dimeemcr	DjCayz	Nguyet Bach Thach 5	2	22	205	100
2019_09_22 19:27:56	dimeemcr	DjCayz	Nguyet Bach Thach 6	2	22	206	98
2019_09_22 19:27:56	dimeemcr	DjCayz	Hac Dieu Thach 4	2	22	404	100
2019_09_22 19:27:56	dimeemcr	DjCayz	Hac Dieu Thach 5	2	22	405	100
2019_09_22 19:27:56	dimeemcr	DjCayz	Hac Dieu Thach 6	2	22	406	100
2019_09_22 19:27:56	dimeemcr	DjCayz	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	dimeemcr	DjCayz	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	lqthanhbl	DocCoCauBai	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	lqthanhbl	DocCoCauBai	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	lqthanhbl	DocCoCauBai	Tay Cam Thach 4	2	1	30524	1699
2019_09_22 19:27:56	lqthanhbl	DocCoCauBai	Luyen Lo Thach 4	2	1	30530	1700
2019_09_22 19:27:56	haiquyhop	duhocsinh	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	haiquyhop	duhocsinh	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	haiquyhop	duhocsinh	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	haiquyhop	duhocsinh	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	haiquyhop	duhocsinh	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	juffx159	HD®at×nh	Xu	2	1	30230	1000
2019_09_22 19:27:56	juffx159	HD®at×nh	Linh Do Gioi Trai	0	102	30221	1
2019_09_22 19:27:56	juffx159	HD®at×nh	Linh Do Gioi Phai	0	102	30222	1
2019_09_22 19:27:56	bapcaile	helloae	Ho Phach Thach 5	2	22	305	100
2019_09_22 19:27:56	bapcaile	helloae	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	bapcaile	helloae	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	thai609	HieuPhuong	Tu Ch©n YÕu QuyÕt	2	0	554	9
2019_09_22 19:27:56	thai609	HieuPhuong	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	thai609	HieuPhuong	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	maidung	HoaiNiem1Thoi	Non Thien Ha Vo Song	0	101	30207	2
2019_09_22 19:27:56	maidung	HoaiNiem1Thoi	Ao Thien Ha Vo Song	0	100	30207	2
2019_09_22 19:27:56	maidung	HoaiNiem1Thoi	Quan Thien Ha Vo Son	0	103	30207	2
2019_09_22 19:27:56	maidung	HoaiNiem1Thoi	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	maidung	HoaiNiem1Thoi	Linh Do Gioi Trai	0	102	30221	1
2019_09_22 19:27:56	maidung	HoaiNiem1Thoi	Linh Do Gioi Phai	0	102	30222	1
2019_09_22 19:27:56	maidung	HoaiNiem1Thoi	Linh Do Mao	0	103	30235	1
2019_09_22 19:27:56	maidung	HoaiNiem1Thoi	Linh Do Y 1	0	100	30235	1
2019_09_22 19:27:56	maidung	HoaiNiem1Thoi	Linh Do Trang 1	0	101	30235	1
2019_09_22 19:27:56	vankhiem	Ho¶C«ng§Çu	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	vankhiem	Ho¶C«ng§Çu	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	vankhiem	Ho¶C«ng§Çu	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	vankhiem	Ho¶C«ng§Çu	Linh Do Gioi Trai	0	102	30221	4
2019_09_22 19:27:56	vankhiem	Ho¶C«ng§Çu	Linh Do Gioi Phai	0	102	30222	4
2019_09_22 19:27:56	vankhiem	Ho¶C«ng§Çu	Linh Do Mao	0	103	30235	4
2019_09_22 19:27:56	vankhiem	Ho¶C«ng§Çu	Linh Do Y 1	0	100	30235	4
2019_09_22 19:27:56	vankhiem	Ho¶C«ng§Çu	Linh Do Trang 1	0	101	30235	4
2019_09_22 19:27:56	soidaika96x	HPzDarkLord	Thien Cang Lenh	2	95	204	9
2019_09_22 19:27:56	soidaika96x	HPzDarkLord	Thien Mon Kim Lenh	2	1	30370	9
2019_09_22 19:27:56	soidaika96x	HPzDarkLord	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	soidaika96x	HPzDarkLord	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	soidaika96x	HPzDarkLord	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	soidaika96x	HPzDarkLord	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	soidaika96x	HPzDarkLord	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	soidaika96x	HPzDarkLord	Tay Cam Thach 4	2	1	30524	100
2019_09_22 19:27:56	soidaika96x	HPzDarkLord	Luyen Lo Thach 4	2	1	30530	98
2019_09_22 19:27:56	soidaika96xx	HPzNMKzz	Xu	2	1	30230	223
2019_09_22 19:27:56	soidaika96xx	HPzNMKzz	Thien Cang Lenh	2	95	204	9
2019_09_22 19:27:56	soidaika96xx	HPzNMKzz	Thien Mon Kim Lenh	2	1	30370	9
2019_09_22 19:27:56	soidaika96xx	HPzNMKzz	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	soidaika96xx	HPzNMKzz	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	soidaika96xx	HPzNMKzz	Tay Cam Thach 4	2	1	30524	100
2019_09_22 19:27:56	soidaika96xx	HPzNMKzz	Luyen Lo Thach 4	2	1	30530	100
2019_09_22 19:27:56	quyen99995	HugoAveiro	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	quyen99995	HugoAveiro	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	quyen99995	HugoAveiro	Linh Do Gioi Trai	0	102	30221	1
2019_09_22 19:27:56	quyen99995	HugoAveiro	Linh Do Gioi Phai	0	102	30222	1
2019_09_22 19:27:56	quyen99995	HugoAveiro	Linh Do Mao	0	103	30235	2
2019_09_22 19:27:56	quyen99995	HugoAveiro	Linh Do Y 1	0	100	30235	1
2019_09_22 19:27:56	hotfood11	HµnTiÓuMai	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	hotfood11	HµnTiÓuMai	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	hotfood11	HµnTiÓuMai	Quan Cong Vinh Du	2	1	30642	2
2019_09_22 19:27:56	tungthuc1980	i67iAGiTomKk	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	tungthuc1980	i67iAGiTomKk	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	tungthuc1980	i67iAGiTomKk	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	tungthuc1980	i67iAGiTomKk	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	tungthuc1980	i67iAGiTomKk	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	phucthinh1	i71xThÞnh§«La	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	phucthinh1	i71xThÞnh§«La	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	gahamxa17051995	i84ThuËnGßm	Non Thien Ha Vo Song	0	101	30207	3
2019_09_22 19:27:56	gahamxa17051995	i84ThuËnGßm	Ao Thien Ha Vo Song	0	100	30207	3
2019_09_22 19:27:56	gahamxa17051995	i84ThuËnGßm	Quan Thien Ha Vo Son	0	103	30207	2
2019_09_22 19:27:56	gahamxa17051995	i84ThuËnGßm	Linh Do Gioi Trai	0	102	30221	6
2019_09_22 19:27:56	gahamxa17051995	i84ThuËnGßm	Linh Do Gioi Phai	0	102	30222	6
2019_09_22 19:27:56	gahamxa17051995	i84ThuËnGßm	Linh Do Mao	0	103	30235	6
2019_09_22 19:27:56	gahamxa17051995	i84ThuËnGßm	Linh Do Y 1	0	100	30235	7
2019_09_22 19:27:56	gahamxa17051995	i84ThuËnGßm	Linh Do Trang 1	0	101	30235	6
2019_09_22 19:27:56	dancobra	IBMKingDomMe	Non Thien Ha Vo Song	0	101	30207	1
2019_09_22 19:27:56	dancobra	IBMKingDomMe	Ao Thien Ha Vo Song	0	100	30207	1
2019_09_22 19:27:56	dancobra	IBMKingDomMe	Quan Thien Ha Vo Son	0	103	30207	1
2019_09_22 19:27:56	dancobra	IBMKingDomMe	Thien Dia Gioi	0	102	30038	1
2019_09_22 19:27:56	dancobra	IBMKingDomMe	Nhat Nguyet Gioi	0	102	30037	1
2019_09_22 19:27:56	0963994773	iBµnCh©nBÈn	Non Thien Ha Vo Song	0	101	30207	18
2019_09_22 19:27:56	0963994773	iBµnCh©nBÈn	Ao Thien Ha Vo Song	0	100	30207	18
2019_09_22 19:27:56	0963994773	iBµnCh©nBÈn	Quan Thien Ha Vo Son	0	103	30207	18
2019_09_22 19:27:56	0963994773	iBµnCh©nBÈn	Thien Dia Gioi	0	102	30038	1
