StatTime	Account	Role	ItemName	G	D	P	Cnt
2019_07_09 20:29:22	0345420013	08041482	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	0345420013	08041482	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	0345420013	08041482	Linh Do Gioi Trai	0	102	30221	1
2019_07_09 20:29:22	0345420013	08041482	Linh Do Gioi Phai	0	102	30222	1
2019_07_09 20:29:22	0345420013	08041482	Linh Do Mao	0	103	30235	2
2019_07_09 20:29:22	0345420013	08041482	Linh Do Y 1	0	100	30235	2
2019_07_09 20:29:22	0345420013	08041482	Linh Do Trang 1	0	101	30235	1
2019_07_09 20:29:22	long00	096339538	Linh Do Mao	0	103	30235	1
2019_07_09 20:29:22	long00	096339538	Linh Do Y 1	0	100	30235	1
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Thiªn Th¹ch linh th¹	2	1	1068	5
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Thiªn Th¹ch Tinh Th¹	2	1	1009	735
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	§¹i Hång Bao Hoµng K	2	1	539	12
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Thien Cang Lenh	2	95	204	22
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Thien Mon Kim Lenh	2	1	30370	48
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Cuong Hoa Quyen 12	2	1	30424	134
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Cuong Hoa Quyen 13	2	1	30425	133
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Cuong Hoa Quyen 14	2	1	30426	123
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Cuong Hoa Quyen 15	2	1	30427	71
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Linh Do Gioi Trai	0	102	30221	2
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Linh Do Mao	0	103	30235	1
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Linh Do Y 1	0	100	30235	1
2019_07_09 20:29:22	z0zdavicz0z	0nTheFloorz	Linh Do Trang 1	0	101	30235	1
2019_07_09 20:29:22	lcpkha02	0o0AnTi0o0	Linh Do Gioi Phai	0	102	30222	1
2019_07_09 20:29:22	lcpkha02	0o0AnTi0o0	Linh Do Mao	0	103	30235	8
2019_07_09 20:29:22	lcpkha02	0o0AnTi0o0	Linh Do Y 1	0	100	30235	1
2019_07_09 20:29:22	lcpkha	0o0AnTiViRus0o0	Thiªn Th¹ch Tinh Th¹	2	1	1009	266
2019_07_09 20:29:22	lcpkha	0o0AnTiViRus0o0	Cuong Hoa Quyen 12	2	1	30424	475
2019_07_09 20:29:22	lcpkha	0o0AnTiViRus0o0	Cuong Hoa Quyen 13	2	1	30425	457
2019_07_09 20:29:22	lcpkha	0o0AnTiViRus0o0	Cuong Hoa Quyen 14	2	1	30426	456
2019_07_09 20:29:22	lcpkha	0o0AnTiViRus0o0	Cuong Hoa Quyen 15	2	1	30427	230
2019_07_09 20:29:22	lcpkha	0o0AnTiViRus0o0	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	lcpkha	0o0AnTiViRus0o0	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	lcpkha	0o0AnTiViRus0o0	Linh Do Mao	0	103	30235	4
2019_07_09 20:29:22	lcpkha	0o0AnTiViRus0o0	Linh Do Trang 1	0	101	30235	1
2019_07_09 20:29:22	lcpkha01	0o0BeBa0o0	Cuong Hoa Quyen 12	2	1	30424	10
2019_07_09 20:29:22	lcpkha01	0o0BeBa0o0	Cuong Hoa Quyen 13	2	1	30425	10
2019_07_09 20:29:22	lcpkha01	0o0BeBa0o0	Cuong Hoa Quyen 14	2	1	30426	10
2019_07_09 20:29:22	lcpkha01	0o0BeBa0o0	Cuong Hoa Quyen 15	2	1	30427	10
2019_07_09 20:29:22	lcpkha01	0o0BeBa0o0	Linh Do Y 4	0	100	30238	1
2019_07_09 20:29:22	zaolong1509	0o0Kill0o0	Thien Cang Lenh	2	95	204	25
2019_07_09 20:29:22	zaolong1509	0o0Kill0o0	Thien Mon Kim Lenh	2	1	30370	25
2019_07_09 20:29:22	zaolong1509	0o0Kill0o0	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	zaolong1509	0o0Kill0o0	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	zaolong1509	0o0Kill0o0	Linh Do Gioi Trai	0	102	30221	1
2019_07_09 20:29:22	zaolong1509	0o0Kill0o0	Linh Do Gioi Phai	0	102	30222	1
2019_07_09 20:29:22	zaolong1509	0o0Kill0o0	Linh Do Mao	0	103	30235	1
2019_07_09 20:29:22	zaolong1509	0o0Kill0o0	Linh Do Y 1	0	100	30235	1
2019_07_09 20:29:22	lcpkha06	0o0Trian060o0	Linh Do Gioi Trai	0	102	30221	3
2019_07_09 20:29:22	lcpkha06	0o0Trian060o0	Linh Do Gioi Phai	0	102	30222	3
2019_07_09 20:29:22	lcpkha06	0o0Trian060o0	Linh Do Mao	0	103	30235	3
2019_07_09 20:29:22	lcpkha06	0o0Trian060o0	Linh Do Y 1	0	100	30235	3
2019_07_09 20:29:22	lcpkha06	0o0Trian060o0	Linh Do Trang 1	0	101	30235	3
2019_07_09 20:29:22	xubi231	0o1stNoisyo0	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	xubi231	0o1stNoisyo0	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	xubi231	0o1stNoisyo0	Linh Do Y 4	0	100	30238	1
2019_07_09 20:29:22	lbs59vp2	0oHaLyo0	Bach Kim Hong Bao	2	1	30228	1
2019_07_09 20:29:22	lbs59vp2	0oHaLyo0	Linh Do Gioi Trai	0	102	30221	1
2019_07_09 20:29:22	lbs59vp2	0oHaLyo0	Linh Do Gioi Phai	0	102	30222	1
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Thiªn Th¹ch Tinh Th¹	2	1	1009	716
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Cuong Hoa Quyen 12	2	1	30424	756
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Cuong Hoa Quyen 13	2	1	30425	665
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Cuong Hoa Quyen 14	2	1	30426	514
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Cuong Hoa Quyen 15	2	1	30427	39
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Dai Dinh Hon	2	1	1113	1
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Huyet Trich Thach 4	2	22	104	100
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Huyet Trich Thach 5	2	22	105	100
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Huyet Trich Thach 6	2	22	106	100
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Ho Phach Thach 4	2	22	304	100
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Ho Phach Thach 5	2	22	305	100
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Ho Phach Thach 6	2	22	306	94
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Nguyet Bach Thach 4	2	22	204	100
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Nguyet Bach Thach 5	2	22	205	100
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Nguyet Bach Thach 6	2	22	206	100
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Hac Dieu Thach 4	2	22	404	100
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Hac Dieu Thach 5	2	22	405	100
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Hac Dieu Thach 6	2	22	406	100
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Linh Do Gioi Trai	0	102	30221	9
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Linh Do Gioi Phai	0	102	30222	5
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Linh Do Mao	0	103	30235	14
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Linh Do Trang 1	0	101	30235	1
2019_07_09 20:29:22	thanhhung2	0oMrThµnhH­ngo0	Quan Cong Vinh Du	2	1	30642	1
2019_07_09 20:29:22	o0osado0o	0os2LaoDai	Thiªn Th¹ch Tinh Th¹	2	1	1009	100
2019_07_09 20:29:22	o0osado0o	0os2LaoDai	Dai Dinh Hon	2	1	1113	1
2019_07_09 20:29:22	o0osado0o	0os2LaoDai	Thien Dia Gioi	0	102	30038	2
2019_07_09 20:29:22	o0osado0o	0os2LaoDai	Nhat Nguyet Gioi	0	102	30037	2
2019_07_09 20:29:22	o0osado0o	0os2LaoDai	Linh Do Y 2	0	100	30236	1
2019_07_09 20:29:22	o0osado0o	0os2LaoDai	Linh Do Trang 2	0	101	30236	1
2019_07_09 20:29:22	hungtayninh3211	0oTháTËpBuffo0	Thiªn Th¹ch Tinh Th¹	2	1	1009	87
2019_07_09 20:29:22	hungtayninh3211	0oTháTËpBuffo0	Xu	2	1	30230	1600
2019_07_09 20:29:22	hungtayninh3211	0oTháTËpBuffo0	Thien Cang Lenh	2	95	204	18
2019_07_09 20:29:22	hungtayninh3211	0oTháTËpBuffo0	Thien Mon Kim Lenh	2	1	30370	39
2019_07_09 20:29:22	hungtayninh3211	0oTháTËpBuffo0	Cuong Hoa Quyen 12	2	1	30424	40
2019_07_09 20:29:22	hungtayninh3211	0oTháTËpBuffo0	Cuong Hoa Quyen 13	2	1	30425	40
2019_07_09 20:29:22	hungtayninh3211	0oTháTËpBuffo0	Cuong Hoa Quyen 14	2	1	30426	40
2019_07_09 20:29:22	hungtayninh3211	0oTháTËpBuffo0	Cuong Hoa Quyen 15	2	1	30427	40
2019_07_09 20:29:22	hungtayninh3211	0oTháTËpBuffo0	Linh Do Gioi Trai	0	102	30221	2
2019_07_09 20:29:22	hungtayninh3211	0oTháTËpBuffo0	Linh Do Gioi Phai	0	102	30222	2
2019_07_09 20:29:22	thanhhung3	0oThµnhH­ngHiHio	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	thanhhung3	0oThµnhH­ngHiHio	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	hungtayninh3212	0oTLQGµV«§èio0	Thiªn Th¹ch Tinh Th¹	2	1	1009	59
2019_07_09 20:29:22	hungtayninh3212	0oTLQGµV«§èio0	Xu	2	1	30230	1700
2019_07_09 20:29:22	hungtayninh3212	0oTLQGµV«§èio0	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	hungtayninh3212	0oTLQGµV«§èio0	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	hungtayninh3212	0oTLQGµV«§èio0	Linh Do Gioi Trai	0	102	30221	2
2019_07_09 20:29:22	hungtayninh3212	0oTLQGµV«§èio0	Linh Do Gioi Phai	0	102	30222	1
2019_07_09 20:29:22	hungtayninh3212	0oTLQGµV«§èio0	Linh Do Y 2	0	100	30236	1
2019_07_09 20:29:22	duyentran200794	0oVac0o	Thiªn Th¹ch linh th¹	2	1	1068	1
2019_07_09 20:29:22	duyentran200794	0oVac0o	Dai Dinh Hon	2	1	1113	1
2019_07_09 20:29:22	duyentran200794	0oVac0o	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	duyentran200794	0oVac0o	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	duyentran200794	0oVac0o	Linh Do Gioi Trai	0	102	30221	5
2019_07_09 20:29:22	duyentran200794	0oVac0o	Linh Do Gioi Phai	0	102	30222	8
2019_07_09 20:29:22	duyentran200794	0oVac0o	Linh Do Mao	0	103	30235	5
2019_07_09 20:29:22	duyentran200794	0oVac0o	Linh Do Y 1	0	100	30235	5
2019_07_09 20:29:22	duyentran200794	0oVac0o	Linh Do Trang 1	0	101	30235	5
2019_07_09 20:29:22	duyentran200794	0oVac0o	Quan Cong Vinh Du	2	1	30642	2
2019_07_09 20:29:22	thanhhung1	0oVkThµnhH­ngo0	Thiªn Th¹ch Tinh Th¹	2	1	1009	1447
2019_07_09 20:29:22	thanhhung1	0oVkThµnhH­ngo0	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	thanhhung1	0oVkThµnhH­ngo0	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	thanhhung1	0oVkThµnhH­ngo0	Quan Cong Vinh Du	2	1	30642	1
2019_07_09 20:29:22	minhdinhw1	0sPara	Xu	2	1	30230	600
2019_07_09 20:29:22	minhdinhw1	0sPara	Thien Cang Lenh	2	95	204	20
2019_07_09 20:29:22	minhdinhw1	0sPara	Thien Mon Kim Lenh	2	1	30370	20
2019_07_09 20:29:22	minhdinhw1	0sPara	Cuong Hoa Quyen 12	2	1	30424	10
2019_07_09 20:29:22	minhdinhw1	0sPara	Cuong Hoa Quyen 13	2	1	30425	10
2019_07_09 20:29:22	minhdinhw1	0sPara	Cuong Hoa Quyen 14	2	1	30426	10
2019_07_09 20:29:22	minhdinhw1	0sPara	Cuong Hoa Quyen 15	2	1	30427	10
2019_07_09 20:29:22	minhdinhw1	0sPara	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	minhdinhw1	0sPara	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	minhdinhw1	0sPara	Linh Do Gioi Trai	0	102	30221	7
2019_07_09 20:29:22	minhdinhw1	0sPara	Linh Do Gioi Phai	0	102	30222	4
2019_07_09 20:29:22	minhdinhw1	0sPara	Linh Do Y 4	0	100	30238	4
2019_07_09 20:29:22	alexdoanchien	0WarL0	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	alexdoanchien	0WarL0	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	alexdoanchien	0WarL0	Linh Do Mao	0	103	30235	1
2019_07_09 20:29:22	alexdoanchien	0WarL0	Linh Do Y 1	0	100	30235	1
2019_07_09 20:29:22	vewdai4	0x0x0x0x0xx0	B¹ch Kim Hång Bao	2	1	30229	10
2019_07_09 20:29:22	saodem	10iLOKzNoisyTYVT	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	saodem	10iLOKzNoisyTYVT	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	saodem	10iLOKzNoisyYDAU	Xu	2	1	30230	8700
2019_07_09 20:29:22	saodem	10iLOKzNoisyYDAU	Thien Mon Kim Lenh	2	1	30370	10
2019_07_09 20:29:22	saodem	10iLOKzNoisyYDAU	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	saodem	10iLOKzNoisyYDAU	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	thaktrieucug	10izThÝchVaCh¹m	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	thaktrieucug	10izThÝchVaCh¹m	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	thaktrieucug	10izThÝchVaCh¹m	Linh Do Mao	0	103	30235	1
2019_07_09 20:29:22	thaktrieucug	10izThÝchVaCh¹m	Linh Do Trang 1	0	101	30235	1
2019_07_09 20:29:22	trihaonttsk14	10JQKAz1202	Thiªn Th¹ch Tinh Th¹	2	1	1009	406
2019_07_09 20:29:22	trihaonttsk14	10JQKAz1202	Cuong Hoa Quyen 12	2	1	30424	322
2019_07_09 20:29:22	trihaonttsk14	10JQKAz1202	Cuong Hoa Quyen 13	2	1	30425	307
2019_07_09 20:29:22	trihaonttsk14	10JQKAz1202	Cuong Hoa Quyen 14	2	1	30426	316
2019_07_09 20:29:22	trihaonttsk14	10JQKAz1202	Cuong Hoa Quyen 15	2	1	30427	93
2019_07_09 20:29:22	trihaonttsk14	10JQKAz1202	Bach Kim Hong Bao	2	1	30228	13
2019_07_09 20:29:22	trihaonttsk14	10JQKAz1202	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	trihaonttsk14	10JQKAz1202	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	trihaonttsk14	10JQKAz1202	Linh Do Gioi Trai	0	102	30221	1
2019_07_09 20:29:22	trihaonttsk14	10JQKAz1202	Linh Do Gioi Phai	0	102	30222	1
2019_07_09 20:29:22	trihaonttsk14	10JQKAz1202	Linh Do Mao	0	103	30235	4
2019_07_09 20:29:22	trihaonttsk14	10JQKAz1202	Linh Do Y 1	0	100	30235	1
2019_07_09 20:29:22	trihaonttsk14	10JQKAz1202	Linh Do Trang 1	0	101	30235	1
2019_07_09 20:29:22	trihaonttsk1996	10JQKAz1280	Linh Do Gioi Trai	0	102	30221	1
2019_07_09 20:29:22	trihaonttsk1996	10JQKAz1280	Linh Do Gioi Phai	0	102	30222	1
2019_07_09 20:29:22	huytientdnb	111111	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	huytientdnb	111111	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	huytientdnb	111111	Linh Do Mao	0	103	30235	1
2019_07_09 20:29:22	huytientdnb	111111	Linh Do Y 1	0	100	30235	1
2019_07_09 20:29:22	duykienmm	1111111111	Thiªn Th¹ch Tinh Th¹	2	1	1009	116
2019_07_09 20:29:22	duykienmm	1111111111	Linh Do Gioi Trai	0	102	30221	1
2019_07_09 20:29:22	duykienmm	1111111111	Linh Do Gioi Phai	0	102	30222	1
2019_07_09 20:29:22	duykienmm	1111111111	Linh Do Mao	0	103	30235	1
2019_07_09 20:29:22	duykienmm	1111111111	Linh Do Y 1	0	100	30235	1
2019_07_09 20:29:22	duykienmm	1111111111	Linh Do Trang 1	0	101	30235	1
2019_07_09 20:29:22	tienhpno123	1111111111111	Linh Do Gioi Trai	0	102	30221	6
2019_07_09 20:29:22	tienhpno123	1111111111111	Linh Do Gioi Phai	0	102	30222	4
2019_07_09 20:29:22	tienhpno123	1111111111111	Linh Do Mao	0	103	30235	2
2019_07_09 20:29:22	tienhpno123	1111111111111	Linh Do Trang 1	0	101	30235	2
2019_07_09 20:29:22	trannam1599	111111111cc	Thiªn Th¹ch Tinh Th¹	2	1	1009	357
2019_07_09 20:29:22	trannam1599	111111111cc	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	trannam1599	111111111cc	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	trannam1599	111111111cc	Linh Do Gioi Trai	0	102	30221	3
2019_07_09 20:29:22	trannam123	111111c	Huyet Trich Thach 4	2	22	104	100
2019_07_09 20:29:22	trannam123	111111c	Huyet Trich Thach 5	2	22	105	100
2019_07_09 20:29:22	trannam123	111111c	Huyet Trich Thach 6	2	22	106	100
2019_07_09 20:29:22	trannam123	111111c	Ho Phach Thach 4	2	22	304	100
2019_07_09 20:29:22	trannam123	111111c	Ho Phach Thach 5	2	22	305	100
2019_07_09 20:29:22	trannam123	111111c	Ho Phach Thach 6	2	22	306	100
2019_07_09 20:29:22	trannam123	111111c	Nguyet Bach Thach 4	2	22	204	100
2019_07_09 20:29:22	trannam123	111111c	Nguyet Bach Thach 5	2	22	205	100
2019_07_09 20:29:22	trannam123	111111c	Nguyet Bach Thach 6	2	22	206	100
2019_07_09 20:29:22	trannam123	111111c	Hac Dieu Thach 4	2	22	404	100
2019_07_09 20:29:22	trannam123	111111c	Hac Dieu Thach 5	2	22	405	100
2019_07_09 20:29:22	trannam123	111111c	Hac Dieu Thach 6	2	22	406	100
2019_07_09 20:29:22	trannam123	111111c	Linh Do Gioi Trai	0	102	30221	3
2019_07_09 20:29:22	trannam123	111111c	Linh Do Gioi Phai	0	102	30222	3
2019_07_09 20:29:22	789645123vn	111111ggg	Linh Do Gioi Trai	0	102	30221	4
2019_07_09 20:29:22	789645123vn	111111ggg	Linh Do Gioi Phai	0	102	30222	2
2019_07_09 20:29:22	123645789vnvn	11111rrrr	Bµn Long bÝch	2	1	1000	3
2019_07_09 20:29:22	123645789vnvnvn	11111zzzz	Bµn Long bÝch	2	1	1000	2
2019_07_09 20:29:22	vewdai3	112assaTTDD	Thien Cang Lenh	2	95	204	10
2019_07_09 20:29:22	idolfamily1	113114115	Linh Do Gioi Trai	0	102	30221	5
2019_07_09 20:29:22	idolfamily1	113114115	Linh Do Gioi Phai	0	102	30222	5
2019_07_09 20:29:22	idolfamily1	113114115	Linh Do Mao	0	103	30235	4
2019_07_09 20:29:22	idolfamily1	113114115	Linh Do Y 1	0	100	30235	1
2019_07_09 20:29:22	idolfamily1	113114115	Linh Do Trang 1	0	101	30235	1
2019_07_09 20:29:22	huutho1999	1133331s	Linh Do Gioi Trai	0	102	30221	4
2019_07_09 20:29:22	huutho1999	1133331s	Linh Do Gioi Phai	0	102	30222	5
2019_07_09 20:29:22	huutho1999	1133331s	Linh Do Mao	0	103	30235	1
2019_07_09 20:29:22	huutho1999	1133331s	Linh Do Y 1	0	100	30235	1
2019_07_09 20:29:22	moltl1	11hOpen	Thiªn Th¹ch Tinh Th¹	2	1	1009	51
2019_07_09 20:29:22	moltl1	11hOpen	Xu	2	1	30230	246
2019_07_09 20:29:22	moltl1	11hOpen	Thien Cang Lenh	2	95	204	30
2019_07_09 20:29:22	moltl1	11hOpen	Thien Mon Kim Lenh	2	1	30370	38
2019_07_09 20:29:22	moltl1	11hOpen	Cuong Hoa Quyen 12	2	1	30424	134
2019_07_09 20:29:22	moltl1	11hOpen	Cuong Hoa Quyen 13	2	1	30425	55
2019_07_09 20:29:22	moltl1	11hOpen	Cuong Hoa Quyen 14	2	1	30426	60
2019_07_09 20:29:22	moltl1	11hOpen	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	moltl1	11hOpen	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	moltl1	11hOpen	Linh Do Gioi Trai	0	102	30221	4
2019_07_09 20:29:22	moltl1	11hOpen	Linh Do Gioi Phai	0	102	30222	2
2019_07_09 20:29:22	moltl1	11hOpen	Linh Do Mao	0	103	30235	3
2019_07_09 20:29:22	moltl1	11hOpen	Linh Do Y 1	0	100	30235	2
2019_07_09 20:29:22	bogiahuyday	1212121	Qu©n c«ng ch­¬ng	2	1	9999	1
2019_07_09 20:29:22	bogiahuyday	1212121	ChiÕn ThÇn hoµn	2	1	1005	6
2019_07_09 20:29:22	bogiahuyday	1212121	Thien Cang Lenh	2	95	204	30
2019_07_09 20:29:22	bogiahuyday	1212121	Thien Mon Kim Lenh	2	1	30370	40
2019_07_09 20:29:22	bogiahuyday	1212121	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	m2412a	1213aeq2dsa	Thien Dia Gioi	0	102	30038	1
2019_07_09 20:29:22	m2412a	1213aeq2dsa	Nhat Nguyet Gioi	0	102	30037	1
2019_07_09 20:29:22	m2412a	1213aeq2dsa	Linh Do Gioi Trai	0	102	30221	1
2019_07_09 20:29:22	m2412a	1213aeq2dsa	Linh Do Gioi Phai	0	102	30222	1
2019_07_09 20:29:22	m2412a	1213aeq2dsa	Linh Do Y 2	0	100	30236	1
2019_07_09 20:29:22	m2412a	1213aeq2dsa	Linh Do Trang 2	0	101	30236	1
2019_07_09 20:29:22	03352853905	1213e35d	Thien Cang Lenh	2	95	204	20
2019_07_09 20:29:22	03352853905	1213e35d	Thien Mon Kim Lenh	2	1	30370	20
2019_07_09 20:29:22	03352853905	1213e35d	Linh Do Gioi Trai	0	102	30221	1
