StatTime	Account	Role	ItemName	G	D	P	Cnt
2019_09_28 21:21:32	nguyenkhang1113	123123qwe	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	nguyenkhang1113	123123qwe	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_28 21:21:32	nguyenkhang1113	123123qwe	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	nguyenkhang1113	123123qwe	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	chaistingvodau1	1232ffa	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	nsnl13021	1233321	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	nguyenkhang1112	123asd1	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	nguyenkhang1112	123asd1	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_28 21:21:32	nguyenkhang1112	123asd1	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	nsnl13022	123ewgf	Tu Ch©n Y’u Quy’t	2	0	554	3
2019_09_28 21:21:32	clone23	123qweasd	C©y b∏t nh∑ to	2	0	398	10
2019_09_28 21:21:32	clone23	123qweasd	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	clone23	123qweasd	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	nsnl13025	124sddfs	C©y b∏t nh∑ to	2	0	398	1
2019_09_28 21:21:32	sangvh10	12ewqe	C©y b∏t nh∑ to	2	0	398	1
2019_09_28 21:21:32	sangvh10	12ewqe	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_28 21:21:32	sangvh10	12ewqe	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	zhaduchanh7	1j2hg31j2h	C©y b∏t nh∑ to	2	0	398	5
2019_09_28 21:21:32	zhaduchanh7	1j2hg31j2h	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	zhaduchanh7	1j2hg31j2h	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	zhaduchanh7	1j2hg31j2h	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	volamtrk3	1st5docvip	C©y b∏t nh∑ nh·	2	0	504	7
2019_09_28 21:21:32	volamtrk3	1st5docvip	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	volamtrk3	1st5docvip	Tui Hat Giong	2	1	30087	1
2019_09_28 21:21:32	volamtrk	1stChanflyonmat	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	volamtrk	1stChanflyonmat	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	volamtrk2	1stDGCvip	C©y b∏t nh∑ nh·	2	0	504	7
2019_09_28 21:21:32	volamtrk2	1stDGCvip	Tui Hat Giong	2	1	30087	1
2019_09_28 21:21:32	volamtrk4	1stDGTvip	C©y b∏t nh∑ nh·	2	0	504	7
2019_09_28 21:21:32	volamtrk4	1stDGTvip	Tui Hat Giong	2	1	30087	1
2019_09_28 21:21:32	volamtrk5	1stDuongmonvip	C©y b∏t nh∑ nh·	2	0	504	7
2019_09_28 21:21:32	volamtrk5	1stDuongmonvip	Tui Hat Giong	2	1	30087	1
2019_09_28 21:21:32	volamtrk1	1stHauNghe	C©y b∏t nh∑ nh·	2	0	504	9
2019_09_28 21:21:32	volamtrk1	1stHauNghe	Tui Hat Giong	2	1	30087	1
2019_09_28 21:21:32	hinodongfeng1	1Stkhongnoi	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	lamchidua	1StMyLoVeTram	C©y b∏t nh∑ to	2	0	398	10
2019_09_28 21:21:32	lamchidua	1StMyLoVeTram	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	lamchidua	1StMyLoVeTram	Tu Ch©n Y’u Quy’t	2	0	554	2
2019_09_28 21:21:32	lamchidua	1StMyLoVeTram	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	volamtrk7	1stNMCvip	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	volamtrk7	1stNMCvip	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	aspirinef	1StS2Kem	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	hinodongfeng2	1StTaoLaAi	C©y b∏t nh∑ to	2	0	398	10
2019_09_28 21:21:32	hinodongfeng2	1StTaoLaAi	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	hinodongfeng2	1StTaoLaAi	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	hinodongfeng2	1StTaoLaAi	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	hinodongfeng2	1StTLQ	C©y b∏t nh∑ to	2	0	398	10
2019_09_28 21:21:32	hinodongfeng2	1StTLQ	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	hinodongfeng2	1StTLQ	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_28 21:21:32	hinodongfeng2	1StTLQ	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	hinodongfeng3	1StTlqNo1	Tu Ch©n Y’u Quy’t	2	0	554	7
2019_09_28 21:21:32	hinodongfeng1	1StTlquyen	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	volamtrk6	1stVDKvip	C©y b∏t nh∑ nh·	2	0	504	7
2019_09_28 21:21:32	volamtrk6	1stVDKvip	Tui Hat Giong	2	1	30087	1
2019_09_28 21:21:32	n2702199711	1X231X23	C©y b∏t nh∑ to	2	0	398	7
2019_09_28 21:21:32	n2702199711	1X231X23	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	n2702199711	1X231X23	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	n2702199711	1X231X23	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	langphe1	2121121212	C©y b∏t nh∑ to	2	0	398	4
2019_09_28 21:21:32	langphe1	2121121212	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	langphe2	2121121313	C©y b∏t nh∑ to	2	0	398	7
2019_09_28 21:21:32	langphe2	2121121313	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	gameviet24h7x2	2121212	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	gameviet24h7x2	2121212	Tui Hat Giong	2	1	30087	1
2019_09_28 21:21:32	langphe1	212121212	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	chosoihtam5	2222222	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	bnl333	222222222q	C©y b∏t nh∑ to	2	0	398	1
2019_09_28 21:21:32	bnl333	222222222q	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	bnl333	222222222q	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	chiton444	2222222a	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	chiton444	2222222a	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	chiton444	2222222Æd	C©y b∏t nh∑ to	2	0	398	6
2019_09_28 21:21:32	chiton444	2222222Æd	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	chiton444	2222222Æd	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	loangianghotlq	2222dfd222222221	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	loangianghotlt	2222dfd222222222	C©y b∏t nh∑ to	2	0	398	10
2019_09_28 21:21:32	loangianghotlt	2222dfd222222222	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	loangianghotlt	2222dfd222222222	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	loangianghotlt	2222dfd222222222	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	gameviet24h7x1	23123123	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	gameviet24h7x1	23123123	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	gameviet24h7x3	231231234	C©y b∏t nh∑ to	2	0	398	4
2019_09_28 21:21:32	gameviet24h7x3	231231234	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	gameviet24h7x3	231231234	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	gameviet24h7x2	231234234	C©y b∏t nh∑ to	2	0	398	6
2019_09_28 21:21:32	gameviet24h7x2	231234234	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	gameviet24h7x2	231234234	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	nsnl13022	234tsrg	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	nsnl13023	23rÃg344	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	kazamaqn9	2KgGπo	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	gameviet24h7x8	3123123	C©y b∏t nh∑ to	2	0	398	5
2019_09_28 21:21:32	gameviet24h7x8	3123123	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	gameviet24h7x8	3123123	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	gameviet24h7x6	3123123123	C©y b∏t nh∑ to	2	0	398	5
2019_09_28 21:21:32	gameviet24h7x6	3123123123	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	gameviet24h7x6	3123123123	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	gameviet24h7x10	312312323111	C©y b∏t nh∑ to	2	0	398	5
2019_09_28 21:21:32	gameviet24h7x10	312312323111	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	gameviet24h7x10	312312323111	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	gameviet24h7x5	312323123	C©y b∏t nh∑ to	2	0	398	5
2019_09_28 21:21:32	gameviet24h7x5	312323123	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	gameviet24h7x5	312323123	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	gameviet24h7x9	31232312331	C©y b∏t nh∑ to	2	0	398	4
2019_09_28 21:21:32	gameviet24h7x9	31232312331	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	gameviet24h7x9	31232312331	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	dong115	313131	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	dong115	313131	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	dong115	313131	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	longvanle430	32www22	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	chiton555	33333a	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	chiton555	33333a	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	bnl444	33333©a	C©y b∏t nh∑ to	2	0	398	1
2019_09_28 21:21:32	bnl444	33333©a	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	bnl444	33333©a	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	dinhnghia39	35xDGCx	C©y b∏t nh∑ to	2	0	398	1
2019_09_28 21:21:32	dinhnghia39	35xDGCx	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	dinhnghia39	35xDGCx	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	dinhnghia36	35xGaiNghanh	C©y b∏t nh∑ to	2	0	398	2
2019_09_28 21:21:32	dinhnghia36	35xGaiNghanh	Tu Ch©n Y’u Quy’t	2	0	554	6
2019_09_28 21:21:32	dinhnghia35	35xLinhNghanh	C©y b∏t nh∑ to	2	0	398	2
2019_09_28 21:21:32	dinhnghia35	35xLinhNghanh	Tu Ch©n Y’u Quy’t	2	0	554	3
2019_09_28 21:21:32	dinhnghia38	35xTLTx	C©y b∏t nh∑ to	2	0	398	2
2019_09_28 21:21:32	dinhnghia38	35xTLTx	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	dinhnghia38	35xTLTx	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	dinhnghia38	35xTLTx	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	dinhnghia37	35xVDB	C©y b∏t nh∑ to	2	0	398	2
2019_09_28 21:21:32	dinhnghia37	35xVDB	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	dinhnghia37	35xVDB	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	gameviet24h7x7	43242343	C©y b∏t nh∑ to	2	0	398	5
2019_09_28 21:21:32	gameviet24h7x7	43242343	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	gameviet24h7x7	43242343	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	chiton666	4444444a	C©y b∏t nh∑ to	2	0	398	2
2019_09_28 21:21:32	chiton666	4444444a	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	chiton666	4444444a	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	gameviet24h7x4	453534	C©y b∏t nh∑ to	2	0	398	5
2019_09_28 21:21:32	gameviet24h7x4	453534	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	gameviet24h7x4	453534	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	0866719462	45454545	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	0866719462	45454545	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	gameviet24h7x1	53478523	C©y b∏t nh∑ to	2	0	398	5
2019_09_28 21:21:32	gameviet24h7x1	53478523	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	gameviet24h7x1	53478523	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	chiton777	555555555©a	C©y b∏t nh∑ to	2	0	398	1
2019_09_28 21:21:32	chiton777	555555555©a	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	chiton777	555555555©a	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	40dadaa	5DocJx2	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	tranchuong95	5rertert	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_28 21:21:32	tranchuong95	5rertert	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	chiton888	666666a	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	chiton888	666666a	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	zhaduchanh2	6a5sd46a	C©y b∏t nh∑ to	2	0	398	8
2019_09_28 21:21:32	zhaduchanh2	6a5sd46a	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	tld1102	77777777©a	C©y b∏t nh∑ to	2	0	398	1
2019_09_28 21:21:32	tld1102	77777777©a	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	tld1102	77777777©a	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	n270219971	78xTr©uP	C©y b∏t nh∑ to	2	0	398	7
2019_09_28 21:21:32	n270219971	78xTr©uP	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	n270219971	78xTr©uP	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	n270219971	78xTr©uP	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	n27021997111	78XXXXXXXXXX	C©y b∏t nh∑ to	2	0	398	10
2019_09_28 21:21:32	n27021997111	78XXXXXXXXXX	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	n27021997111	78XXXXXXXXXX	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	n27021997111	78XXXXXXXXXX	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	n270219972	78ZZZZZZZZZZ	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	vdb1102	888888a	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	vdb1102	888888a	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	bnl111	9999999a	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	bnl111	9999999a	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	realcher6	9xJx2BachLong9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	realcher96	9xJx2ChauLong9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	asdasd1	9xJx2DeThien9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	asdasd5	9xJx2DieuThuyen	Tu Ch©n Y’u Quy’t	2	0	554	5
2019_09_28 21:21:32	asdasd5	9xJx2DieuThuyen	Chi’n Th«n hoµn	2	1	1005	13
2019_09_28 21:21:32	realcher69	9xJx2HacHo9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	realcher69	9xJx2HacHo9x	Huyet Trich Thach 4	2	22	104	100
2019_09_28 21:21:32	realcher69	9xJx2HacHo9x	Huyet Trich Thach 5	2	22	105	100
2019_09_28 21:21:32	realcher69	9xJx2HacHo9x	Huyet Trich Thach 6	2	22	106	100
2019_09_28 21:21:32	realcher69	9xJx2HacHo9x	Ho Phach Thach 4	2	22	304	100
2019_09_28 21:21:32	realcher69	9xJx2HacHo9x	Ho Phach Thach 5	2	22	305	100
2019_09_28 21:21:32	realcher69	9xJx2HacHo9x	Ho Phach Thach 6	2	22	306	100
2019_09_28 21:21:32	realcher69	9xJx2HacHo9x	Nguyet Bach Thach 4	2	22	204	100
2019_09_28 21:21:32	realcher69	9xJx2HacHo9x	Nguyet Bach Thach 5	2	22	205	100
2019_09_28 21:21:32	realcher69	9xJx2HacHo9x	Nguyet Bach Thach 6	2	22	206	100
2019_09_28 21:21:32	realcher69	9xJx2HacHo9x	Hac Dieu Thach 4	2	22	404	100
2019_09_28 21:21:32	realcher69	9xJx2HacHo9x	Hac Dieu Thach 5	2	22	405	100
2019_09_28 21:21:32	realcher69	9xJx2HacHo9x	Hac Dieu Thach 6	2	22	406	100
2019_09_28 21:21:32	realcher69	9xJx2HacLong9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	asdasd5	9xJx2HangNga9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	realcher123	9xJx2HoaPhung	C©y b∏t nh∑ to	2	0	398	7
2019_09_28 21:21:32	realcher123	9xJx2HoaPhung	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	realcher123	9xJx2HoaPhung	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	realcher123	9xJx2HoaPhung	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	asdasd1	9xJx2HoaSuong9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	asdasd1	9xJx2HoaSuong9x	Huyet Trich Thach 4	2	22	104	100
2019_09_28 21:21:32	asdasd1	9xJx2HoaSuong9x	Huyet Trich Thach 5	2	22	105	100
2019_09_28 21:21:32	asdasd1	9xJx2HoaSuong9x	Huyet Trich Thach 6	2	22	106	100
2019_09_28 21:21:32	asdasd1	9xJx2HoaSuong9x	Ho Phach Thach 4	2	22	304	100
2019_09_28 21:21:32	asdasd1	9xJx2HoaSuong9x	Ho Phach Thach 5	2	22	305	100
2019_09_28 21:21:32	asdasd1	9xJx2HoaSuong9x	Ho Phach Thach 6	2	22	306	100
2019_09_28 21:21:32	asdasd1	9xJx2HoaSuong9x	Nguyet Bach Thach 4	2	22	204	100
2019_09_28 21:21:32	asdasd1	9xJx2HoaSuong9x	Nguyet Bach Thach 5	2	22	205	100
2019_09_28 21:21:32	asdasd1	9xJx2HoaSuong9x	Nguyet Bach Thach 6	2	22	206	100
2019_09_28 21:21:32	asdasd1	9xJx2HoaSuong9x	Hac Dieu Thach 4	2	22	404	100
2019_09_28 21:21:32	asdasd1	9xJx2HoaSuong9x	Hac Dieu Thach 5	2	22	405	100
2019_09_28 21:21:32	asdasd1	9xJx2HoaSuong9x	Hac Dieu Thach 6	2	22	406	100
2019_09_28 21:21:32	asdasd3	9xJx2HoaThan9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	asdasd3	9xJx2HoaVuong9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	realcher6	9xJx2HuyetLong9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	realcher123	9xJx2LoiHo	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	realcher2	9xJx2LyCaTieu	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	realcher2	9xJx2LyCaTieu	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	asdasd4	9xJx2NgaoThe9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	asdasd4	9xJx2QuanBao9x	Tu Ch©n Y’u Quy’t	2	0	554	66
2019_09_28 21:21:32	asdasd4	9xJx2QuanBao9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	realcher69	9xJx2SongHo9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	asdasd7	9xJx2SwordMaster	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	asdasd1	9xJx2TaoPhi9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	asdasd3	9xJx2ThichDeThie	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	realcher6	9xJx2ThienDe9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	realcher3	9xJx2TieuLong	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	realcher3	9xJx2TieuLong	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	realcher96	9xJx2TieuPhung9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	realcher1	9xJx2TKATLQ	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	realcher1	9xJx2TKATLQ	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	realcher2	9xJX2TLQ2k9x	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	realcher2	9xJX2TLQ2k9x	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	realcher1	9xJx2TLQPK2	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	realcher1	9xJx2TLQPK2	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	realcher4	9xJx2TrieuTuLong	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	realcher4	9xJx2TrieuTuLong	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	realcher4	9xJx2TrieuVan	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	realcher4	9xJx2TrieuVan	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	realcher4	9xJx2TrieuVan9x	C©y b∏t nh∑ to	2	0	398	2
2019_09_28 21:21:32	realcher4	9xJx2TrieuVan9x	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	realcher4	9xJx2TrieuVan9x	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	realcher123	9xJx2UyHo	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	realcher96	9xJx2UyHo9x	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	asdasd4	9xJx2Vinh47	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	realcher1	9xJx2VinhEas	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	realcher1	9xJx2VinhEas	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	realcher3	9xJx2VoThan9x	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	realcher3	9xJx2VoThan9x	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	jetemdja	aaadsdfs	Tu Ch©n Y’u Quy’t	2	0	554	10
2019_09_28 21:21:32	jetemdja	aaadsdfs	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	quandtu	AAQUANDA	Tu Ch©n Y’u Quy’t	2	0	554	30
2019_09_28 21:21:32	tranchuongtattoo	adkkhkhk	Chi’n Th«n hoµn	2	1	1005	1
2019_09_28 21:21:32	saodung1	AEizKi’mBuff	C©y b∏t nh∑ to	2	0	398	7
2019_09_28 21:21:32	saodung1	AEizKi’mBuff	C©y b∏t nh∑ nh·	2	0	504	10
2019_09_28 21:21:32	saodung1	AEizKi’mBuff	Tui Hat Giong	2	1	30087	2
2019_09_28 21:21:32	saodung12	AEizNgÚßÈc	C©y b∏t nh∑ nh·	2	0	504	10
