StatTime	Account	Role	ItemName	G	D	P	Cnt
2019_09_17 22:55:08	doanvu2011	aaaaaTLT	Linh Do Gioi Phai	0	102	30222	1
2019_09_17 22:55:08	doanvu2011	aaaaaTLT	Linh Do Mao	0	103	30235	1
2019_09_17 22:55:08	doanvu2011	aaaaaTLT	Linh Do Y 1	0	100	30235	1
2019_09_17 22:55:08	danhdanh010592	aaaANhÊt	Thien Dia Gioi	0	102	30038	2
2019_09_17 22:55:08	danhdanh010592	aaaANhÊt	Nhat Nguyet Gioi	0	102	30037	2
2019_09_17 22:55:08	danhdanh010592	aaaANhÊt	Linh Do Gioi Trai	0	102	30221	1
2019_09_17 22:55:08	danhdanh010592	aaaANhÊt	Linh Do Gioi Phai	0	102	30222	1
2019_09_17 22:55:08	danhdanh010592	aaaANhÊt	Linh Do Mao	0	103	30235	1
2019_09_17 22:55:08	danhdanh010592	aaaANhÊt	Linh Do Y 1	0	100	30235	1
2019_09_17 22:55:08	danhdanh010592	aaaANhÊt	Linh Do Trang 1	0	101	30235	1
2019_09_17 22:55:08	alokaven02	Aclocd	Cuong Hoa Quyen 12	2	1	30424	20
2019_09_17 22:55:08	alokaven02	Aclocd	Cuong Hoa Quyen 13	2	1	30425	20
2019_09_17 22:55:08	alokaven02	Aclocd	Cuong Hoa Quyen 14	2	1	30426	20
2019_09_17 22:55:08	alokaven02	Aclocd	Cuong Hoa Quyen 15	2	1	30427	20
2019_09_17 22:55:08	alokaven02	Aclocd	Huyet Trich Thach 6	2	22	106	100
2019_09_17 22:55:08	alokaven02	Aclocd	Ho Phach Thach 6	2	22	306	100
2019_09_17 22:55:08	alokaven02	Aclocd	Nguyet Bach Thach 6	2	22	206	100
2019_09_17 22:55:08	alokaven02	Aclocd	Hac Dieu Thach 6	2	22	406	100
2019_09_17 22:55:08	alokaven02	Aclocd	Thien Dia Gioi	0	102	30038	2
2019_09_17 22:55:08	alokaven02	Aclocd	Nhat Nguyet Gioi	0	102	30037	2
2019_09_17 22:55:08	alokaven02	Aclocd	Linh Do Gioi Trai	0	102	30221	1
2019_09_17 22:55:08	alokaven02	Aclocd	Linh Do Gioi Phai	0	102	30222	1
2019_09_17 22:55:08	alokaven02	Aclocd	Linh Do Y 4	0	100	30238	1
2019_09_17 22:55:08	an123456	adasdsad	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	an123456	adasdsad	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	an123456	adasdsad	Linh Do Gioi Trai	0	102	30221	3
2019_09_17 22:55:08	an123456	adasdsad	Linh Do Gioi Phai	0	102	30222	2
2019_09_17 22:55:08	an123456	adasdsad	Linh Do Mao	0	103	30235	2
2019_09_17 22:55:08	an123456	adasdsad	Linh Do Y 1	0	100	30235	1
2019_09_17 22:55:08	an123456	adasdsad	Linh Do Trang 1	0	101	30235	1
2019_09_17 22:55:08	xuantuan33	ADxTuÊnnnnnnnn	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	xuantuan33	ADxTuÊnnnnnnnn	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	xuantuan33	ADxTuÊnnnnnnnn	Linh Do Gioi Trai	0	102	30221	7
2019_09_17 22:55:08	xuantuan33	ADxTuÊnnnnnnnn	Linh Do Gioi Phai	0	102	30222	7
2019_09_17 22:55:08	xuantuan33	ADxTuÊnnnnnnnn	Linh Do Mao	0	103	30235	7
2019_09_17 22:55:08	xuantuan33	ADxTuÊnnnnnnnn	Linh Do Y 1	0	100	30235	7
2019_09_17 22:55:08	xuantuan33	ADxTuÊnnnnnnnn	Linh Do Trang 1	0	101	30235	7
2019_09_17 22:55:08	quangtienpc1	AGxxxxTLQ	Xu	2	1	30230	9600
2019_09_17 22:55:08	hieukaka03	AnhKhongNgan	Linh Do Gioi Trai	0	102	30221	7
2019_09_17 22:55:08	hieukaka03	AnhKhongNgan	Linh Do Gioi Phai	0	102	30222	7
2019_09_17 22:55:08	hieukaka03	AnhKhongNgan	Linh Do Mao	0	103	30235	7
2019_09_17 22:55:08	hieukaka03	AnhKhongNgan	Linh Do Y 1	0	100	30235	7
2019_09_17 22:55:08	hieukaka03	AnhKhongNgan	Linh Do Trang 1	0	101	30235	7
2019_09_17 22:55:08	anhtrong	AnhTrong	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	anhtrong	AnhTrong	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	concacconcac	asdsadsad	Linh Do Mao	0	103	30235	1
2019_09_17 22:55:08	concacconcac	asdsadsad	Linh Do Y 1	0	100	30235	1
2019_09_17 22:55:08	gapro12	BachCoNuong	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	gapro12	BachCoNuong	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	gapro12	BachCoNuong	Linh Do Y 4	0	100	30238	1
2019_09_17 22:55:08	gapro12	BachCoNuong	Da Ma Lang	2	1	30672	999
2019_09_17 22:55:08	gapro12	BachCoNuong	Da Dia Long	2	1	30673	999
2019_09_17 22:55:08	gapro12	BachCoNuong	Viem Linh Y	2	1	30671	999
2019_09_17 22:55:08	kephutinh88	BachYUongChiL	Thien Cang Lenh	2	95	204	8
2019_09_17 22:55:08	kephutinh88	BachYUongChiL	Thien Mon Kim Lenh	2	1	30370	7
2019_09_17 22:55:08	kephutinh88	BachYUongChiL	Thien Dia Gioi	0	102	30038	2
2019_09_17 22:55:08	kephutinh88	BachYUongChiL	Nhat Nguyet Gioi	0	102	30037	2
2019_09_17 22:55:08	kephutinh88	BachYUongChiL	Linh Do Gioi Trai	0	102	30221	2
2019_09_17 22:55:08	kephutinh88	BachYUongChiL	Linh Do Gioi Phai	0	102	30222	6
2019_09_17 22:55:08	kephutinh88	BachYUongChiL	Linh Do Mao	0	103	30235	1
2019_09_17 22:55:08	kephutinh88	BachYUongChiL	Linh Do Y 1	0	100	30235	1
2019_09_17 22:55:08	kidred1	BãngLongXiªn	Xu	2	1	30230	446
2019_09_17 22:55:08	kidred1	BãngLongXiªn	Thien Cang Lenh	2	95	204	8
2019_09_17 22:55:08	kidred1	BãngLongXiªn	Thien Mon Kim Lenh	2	1	30370	8
2019_09_17 22:55:08	kidred1	BãngLongXiªn	Cuong Hoa Quyen 12	2	1	30424	10
2019_09_17 22:55:08	kidred1	BãngLongXiªn	Cuong Hoa Quyen 13	2	1	30425	10
2019_09_17 22:55:08	kidred1	BãngLongXiªn	Cuong Hoa Quyen 14	2	1	30426	10
2019_09_17 22:55:08	kidred1	BãngLongXiªn	Cuong Hoa Quyen 15	2	1	30427	10
2019_09_17 22:55:08	kidred1	BãngLongXiªn	Linh Do Gioi Trai	0	102	30221	4
2019_09_17 22:55:08	kidred1	BãngLongXiªn	Linh Do Gioi Phai	0	102	30222	3
2019_09_17 22:55:08	kidred1	BãngLongXiªn	Tay Cam Thach 4	2	1	30524	70
2019_09_17 22:55:08	kidred1	BãngLongXiªn	Luyen Lo Thach 4	2	1	30530	21
2019_09_17 22:55:08	789645123	BaoC«ng	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	789645123	BaoC«ng	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	789645123	BaoC«ng	Linh Do Gioi Trai	0	102	30221	7
2019_09_17 22:55:08	789645123	BaoC«ng	Linh Do Gioi Phai	0	102	30222	7
2019_09_17 22:55:08	789645123	BaoC«ng	Linh Do Mao	0	103	30235	7
2019_09_17 22:55:08	789645123	BaoC«ng	Linh Do Y 1	0	100	30235	7
2019_09_17 22:55:08	789645123	BaoC«ng	Linh Do Trang 1	0	101	30235	8
2019_09_17 22:55:08	badaolk00	BaoThanhThien	Thiªn Th¹ch linh th¹	2	1	1068	1
2019_09_17 22:55:08	badaolk00	BaoThanhThien	Thien Cang Lenh	2	95	204	50
2019_09_17 22:55:08	badaolk00	BaoThanhThien	Thien Mon Kim Lenh	2	1	30370	60
2019_09_17 22:55:08	badaolk00	BaoThanhThien	Dai Dinh Hon	2	1	1113	1
2019_09_17 22:55:08	badaolk00	BaoThanhThien	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	badaolk00	BaoThanhThien	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	badaolk00	BaoThanhThien	Linh Do Mao	0	103	30235	1
2019_09_17 22:55:08	admin123	becontapchoi2k3	Linh Do Gioi Trai	0	102	30221	1
2019_09_17 22:55:08	admin123	becontapchoi2k3	Linh Do Gioi Phai	0	102	30222	1
2019_09_17 22:55:08	admin123	becontapchoi2k3	Linh Do Mao	0	103	30235	1
2019_09_17 22:55:08	admin123	becontapchoi2k3	Linh Do Y 1	0	100	30235	1
2019_09_17 22:55:08	admin123	becontapchoi2k3	Linh Do Trang 1	0	101	30235	1
2019_09_17 22:55:08	bokinhvan1992	BéKinhV©n	Linh Do Gioi Trai	0	102	30221	1
2019_09_17 22:55:08	bokinhvan1992	BéKinhV©n	Linh Do Gioi Phai	0	102	30222	1
2019_09_17 22:55:08	bokinhvan1992	BéKinhV©n	Linh Do Mao	0	103	30235	1
2019_09_17 22:55:08	bokinhvan1992	BéKinhV©n	Linh Do Y 1	0	100	30235	1
2019_09_17 22:55:08	bokinhvan1992	BéKinhV©n	Linh Do Trang 1	0	101	30235	1
2019_09_17 22:55:08	00973234395	BeNung	Linh Do Gioi Trai	0	102	30221	1
2019_09_17 22:55:08	00973234395	BeNung	Linh Do Gioi Phai	0	102	30222	1
2019_09_17 22:55:08	00973234395	BeNung	Linh Do Y 3	0	100	30237	1
2019_09_17 22:55:08	beoga195	BeoBungBu	Cuong Hoa Quyen 12	2	1	30424	20
2019_09_17 22:55:08	beoga195	BeoBungBu	Cuong Hoa Quyen 13	2	1	30425	10
2019_09_17 22:55:08	beoga195	BeoBungBu	Cuong Hoa Quyen 14	2	1	30426	10
2019_09_17 22:55:08	beoga195	BeoBungBu	Cuong Hoa Quyen 15	2	1	30427	10
2019_09_17 22:55:08	beoga195	BeoBungBu	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	beoga195	BeoBungBu	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	beoga195	BeoBungBu	Linh Do Gioi Trai	0	102	30221	1
2019_09_17 22:55:08	beoga195	BeoBungBu	Linh Do Gioi Phai	0	102	30222	1
2019_09_17 22:55:08	beoga195	BeoBungBu	Linh Do Mao	0	103	30235	1
2019_09_17 22:55:08	beoga195	BeoBungBu	Linh Do Y 1	0	100	30235	1
2019_09_17 22:55:08	beoga195	BeoBungBu	Linh Do Trang 1	0	101	30235	1
2019_09_17 22:55:08	longksl199	BeTapBanCung	Xu	2	1	30230	669
2019_09_17 22:55:08	longksl199	BeTapBanCung	Thien Cang Lenh	2	95	204	17
2019_09_17 22:55:08	longksl199	BeTapBanCung	Thien Mon Kim Lenh	2	1	30370	17
2019_09_17 22:55:08	longksl199	BeTapBanCung	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	longksl199	BeTapBanCung	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	longksl199	BeTapBanCung	Linh Do Gioi Trai	0	102	30221	1
2019_09_17 22:55:08	longksl199	BeTapBanCung	Linh Do Gioi Phai	0	102	30222	1
2019_09_17 22:55:08	longksl199	BeTapBanCung	Linh Do Y 4	0	100	30238	1
2019_09_17 22:55:08	longksl199	BeTapBanCung	Quan Cong Vinh Du	2	1	30642	4
2019_09_17 22:55:08	banhthibao	BÊtCÇn§êi6789	Tu Ch©n YÕu QuyÕt	2	0	554	8
2019_09_17 22:55:08	ab1111	Bitiss	Huyet Trich Thach 4	2	22	104	100
2019_09_17 22:55:08	ab1111	Bitiss	Huyet Trich Thach 6	2	22	106	100
2019_09_17 22:55:08	ab1111	Bitiss	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	ab1111	Bitiss	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	ab1111	Bitiss	Linh Do Mao	0	103	30235	2
2019_09_17 22:55:08	ab1111	Bitiss	Linh Do Y 1	0	100	30235	1
2019_09_17 22:55:08	ab1111	Bitiss	Linh Do Trang 1	0	101	30235	1
2019_09_17 22:55:08	lbhkdalat99	BKVi1102z	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	lbhkdalat99	BKVi1102z	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	lbhkdalat99	BKVi1102z	Linh Do Gioi Trai	0	102	30221	1
2019_09_17 22:55:08	lbhkdalat99	BKVi1102z	Linh Do Gioi Phai	0	102	30222	1
2019_09_17 22:55:08	lbhkdalat99	BKVi1102z	Linh Do Mao	0	103	30235	1
2019_09_17 22:55:08	lbhkdalat99	BKVi1102z	Tay Cam Thach 4	2	1	30524	78
2019_09_17 22:55:08	anhcloudnine1	BlackLA	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	anhcloudnine1	BlackLA	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	anhcloudnine1	BlackLA	Linh Do Mao	0	103	30235	1
2019_09_17 22:55:08	anhcloudnine1	BlackLA	Linh Do Y 1	0	100	30235	1
2019_09_17 22:55:08	nhoxboyy56	Bosxc1	Thien Dia Gioi	0	102	30038	2
2019_09_17 22:55:08	nhoxboyy56	Bosxc1	Nhat Nguyet Gioi	0	102	30037	2
2019_09_17 22:55:08	nhoxboyy56	Bosxc1	Linh Do Mao	0	103	30235	1
2019_09_17 22:55:08	nhoxboyy56	Bosxc1	Linh Do Y 1	0	100	30235	1
2019_09_17 22:55:08	nhoxboyy56	Bosxc1	Linh Do Trang 1	0	101	30235	1
2019_09_17 22:55:08	duynguyen115	BPz§¸BêM«i1234	Thiªn Th¹ch Tinh Th¹	2	1	1009	85
2019_09_17 22:55:08	duynguyen115	BPz§¸BêM«i1234	Cuong Hoa Quyen 12	2	1	30424	114
2019_09_17 22:55:08	duynguyen115	BPz§¸BêM«i1234	Cuong Hoa Quyen 13	2	1	30425	96
2019_09_17 22:55:08	duynguyen115	BPz§¸BêM«i1234	Cuong Hoa Quyen 14	2	1	30426	65
2019_09_17 22:55:08	duynguyen115	BPz§¸BêM«i1234	Cuong Hoa Quyen 15	2	1	30427	79
2019_09_17 22:55:08	duynguyen115	BPz§¸BêM«i1234	Linh Do Gioi Trai	0	102	30221	1
2019_09_17 22:55:08	duynguyen115	BPz§¸BêM«i1234	Linh Do Gioi Phai	0	102	30222	1
2019_09_17 22:55:08	duynguyen115	BPz§¸BêM«i1234	Linh Do Mao	0	103	30235	2
2019_09_17 22:55:08	duynguyen115	BPz§¸BêM«i1234	Tay Cam Thach 4	2	1	30524	200
2019_09_17 22:55:08	duynguyen115	BPz§¸BêM«i1234	Luyen Lo Thach 4	2	1	30530	113
2019_09_17 22:55:08	bongrith40500	brorith	Thiªn Th¹ch linh th¹	2	1	1068	1
2019_09_17 22:55:08	bongrith40500	brorith	Thiªn Th¹ch Tinh Th¹	2	1	1009	100
2019_09_17 22:55:08	bongrith40500	brorith	Xu	2	1	30230	401
2019_09_17 22:55:08	bongrith40500	brorith	Thien Cang Lenh	2	95	204	10
2019_09_17 22:55:08	bongrith40500	brorith	Thien Mon Kim Lenh	2	1	30370	10
2019_09_17 22:55:08	bongrith40500	brorith	Cuong Hoa Quyen 12	2	1	30424	10
2019_09_17 22:55:08	bongrith40500	brorith	Cuong Hoa Quyen 13	2	1	30425	10
2019_09_17 22:55:08	bongrith40500	brorith	Cuong Hoa Quyen 14	2	1	30426	10
2019_09_17 22:55:08	bongrith40500	brorith	Cuong Hoa Quyen 15	2	1	30427	10
2019_09_17 22:55:08	bongrith40500	brorith	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	bongrith40500	brorith	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	bongrith40500	brorith	Linh Do Mao	0	103	30235	1
2019_09_17 22:55:08	bongrith40500	brorith	Linh Do Y 1	0	100	30235	1
2019_09_17 22:55:08	bongrith40500	brorith	Da Ma Lang	2	1	30672	999
2019_09_17 22:55:08	bongrith40500	brorith	Da Dia Long	2	1	30673	999
2019_09_17 22:55:08	bongrith40500	brorith	Viem Linh Y	2	1	30671	999
2019_09_17 22:55:08	bongrith40500	brorith	Tay Cam Thach 4	2	1	30524	10
2019_09_17 22:55:08	bongrith40500	brorith	Luyen Lo Thach 4	2	1	30530	10
2019_09_17 22:55:08	bongrith40500	brorith2	Thien Dia Gioi	0	102	30038	2
2019_09_17 22:55:08	bongrith40500	brorith2	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	bongrith40500	brorith2	Linh Do Gioi Trai	0	102	30221	1
2019_09_17 22:55:08	bongrith40500	brorith2	Linh Do Gioi Phai	0	102	30222	1
2019_09_17 22:55:08	brorith4050	brorith23	Linh Do Gioi Trai	0	102	30221	1
2019_09_17 22:55:08	brorith4050	brorith23	Linh Do Gioi Phai	0	102	30222	1
2019_09_17 22:55:08	brorith12345	brorith789	Linh Do Gioi Trai	0	102	30221	2
2019_09_17 22:55:08	brorith12345	brorith789	Linh Do Gioi Phai	0	102	30222	2
2019_09_17 22:55:08	brorith12345	brorith789	Linh Do Mao	0	103	30235	2
2019_09_17 22:55:08	brorith12345	brorith789	Linh Do Y 1	0	100	30235	2
2019_09_17 22:55:08	brorith12345	brorith789	Linh Do Trang 1	0	101	30235	1
2019_09_17 22:55:08	fanwennanfwn1	bucactragop	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	fanwennanfwn1	bucactragop	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	fanwennanfwn1	bucactragop	Linh Do Gioi Trai	0	102	30221	1
2019_09_17 22:55:08	fanwennanfwn1	bucactragop	Linh Do Gioi Phai	0	102	30222	1
2019_09_17 22:55:08	fanwennanfwn1	bucactragop	Linh Do Y 3	0	100	30237	1
2019_09_17 22:55:08	daida02	BuffCh¬iTh«i	Thien Dia Gioi	0	102	30038	1
2019_09_17 22:55:08	daida02	BuffCh¬iTh«i	Nhat Nguyet Gioi	0	102	30037	1
2019_09_17 22:55:08	daida02	BuffCh¬iTh«i	Linh Do Y 4	0	100	30238	1
2019_09_17 22:55:08	daida02	BuffCh¬iTh«i	Tay Cam Thach 4	2	1	30524	82
2019_09_17 22:55:08	anhtrong1	BuffCh¸yM¸y	Huyet Trich Thach 4	2	22	104	100
2019_09_17 22:55:08	anhtrong1	BuffCh¸yM¸y	Huyet Trich Thach 5	2	22	105	100
