StatTime	Account	Role	ItemName	G	D	P	Cnt
2019_07_08 21:25:40	lamhoang12542	051154	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	lamhoang12542	051154	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	0345420013	08041482	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	0345420013	08041482	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	0345420013	08041482	Linh Do Gioi Trai	0	102	30221	1
2019_07_08 21:25:40	0345420013	08041482	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	0345420013	08041482	Linh Do Mao	0	103	30235	2
2019_07_08 21:25:40	0345420013	08041482	Linh Do Y 1	0	100	30235	2
2019_07_08 21:25:40	0345420013	08041482	Linh Do Trang 1	0	101	30235	1
2019_07_08 21:25:40	z0zdavicz0z	0nTheFloorz	Thiªn Th¹ch linh th¹	2	1	1068	3
2019_07_08 21:25:40	z0zdavicz0z	0nTheFloorz	Thiªn Th¹ch Tinh Th¹	2	1	1009	174
2019_07_08 21:25:40	z0zdavicz0z	0nTheFloorz	Thien Cang Lenh	2	95	204	2
2019_07_08 21:25:40	z0zdavicz0z	0nTheFloorz	Thien Mon Kim Lenh	2	1	30370	28
2019_07_08 21:25:40	z0zdavicz0z	0nTheFloorz	Dai Dinh Hon	2	1	1113	3
2019_07_08 21:25:40	z0zdavicz0z	0nTheFloorz	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	z0zdavicz0z	0nTheFloorz	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	z0zdavicz0z	0nTheFloorz	Linh Do Gioi Trai	0	102	30221	2
2019_07_08 21:25:40	z0zdavicz0z	0nTheFloorz	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	z0zdavicz0z	0nTheFloorz	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	z0zdavicz0z	0nTheFloorz	Linh Do Trang 1	0	101	30235	1
2019_07_08 21:25:40	lcpkha02	0o0AnTi0o0	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	lcpkha02	0o0AnTi0o0	Linh Do Mao	0	103	30235	9
2019_07_08 21:25:40	lcpkha02	0o0AnTi0o0	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	lcpkha	0o0AnTiViRus0o0	Thiªn Th¹ch linh th¹	2	1	1068	1
2019_07_08 21:25:40	lcpkha	0o0AnTiViRus0o0	Dai Dinh Hon	2	1	1113	1
2019_07_08 21:25:40	lcpkha	0o0AnTiViRus0o0	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	lcpkha	0o0AnTiViRus0o0	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	lcpkha	0o0AnTiViRus0o0	Linh Do Mao	0	103	30235	3
2019_07_08 21:25:40	lcpkha	0o0AnTiViRus0o0	Linh Do Trang 1	0	101	30235	1
2019_07_08 21:25:40	lcpkha01	0o0BeBa0o0	Linh Do Y 4	0	100	30238	1
2019_07_08 21:25:40	zaolong1509	0o0Kill0o0	Thien Cang Lenh	2	95	204	25
2019_07_08 21:25:40	zaolong1509	0o0Kill0o0	Thien Mon Kim Lenh	2	1	30370	25
2019_07_08 21:25:40	zaolong1509	0o0Kill0o0	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	zaolong1509	0o0Kill0o0	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	zaolong1509	0o0Kill0o0	Linh Do Gioi Trai	0	102	30221	1
2019_07_08 21:25:40	zaolong1509	0o0Kill0o0	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	zaolong1509	0o0Kill0o0	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	zaolong1509	0o0Kill0o0	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	lcpkha06	0o0Trian060o0	Linh Do Gioi Trai	0	102	30221	3
2019_07_08 21:25:40	lcpkha06	0o0Trian060o0	Linh Do Gioi Phai	0	102	30222	3
2019_07_08 21:25:40	lcpkha06	0o0Trian060o0	Linh Do Mao	0	103	30235	3
2019_07_08 21:25:40	lcpkha06	0o0Trian060o0	Linh Do Y 1	0	100	30235	3
2019_07_08 21:25:40	lcpkha06	0o0Trian060o0	Linh Do Trang 1	0	101	30235	3
2019_07_08 21:25:40	xubi231	0o1stNoisyo0	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	xubi231	0o1stNoisyo0	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	xubi231	0o1stNoisyo0	Linh Do Y 4	0	100	30238	1
2019_07_08 21:25:40	lbs59vp2	0oHaLyo0	Bach Kim Hong Bao	2	1	30228	1
2019_07_08 21:25:40	lbs59vp2	0oHaLyo0	Linh Do Gioi Trai	0	102	30221	1
2019_07_08 21:25:40	lbs59vp2	0oHaLyo0	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	thanhhung2	0oMrThµnhH­ngo0	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	thanhhung2	0oMrThµnhH­ngo0	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	thanhhung2	0oMrThµnhH­ngo0	Quan Cong Vinh Du	2	1	30642	1
2019_07_08 21:25:40	o0osado0o	0os2LaoDai	Thiªn Th¹ch Tinh Th¹	2	1	1009	100
2019_07_08 21:25:40	o0osado0o	0os2LaoDai	Dai Dinh Hon	2	1	1113	1
2019_07_08 21:25:40	o0osado0o	0os2LaoDai	Thien Dia Gioi	0	102	30038	2
2019_07_08 21:25:40	o0osado0o	0os2LaoDai	Nhat Nguyet Gioi	0	102	30037	2
2019_07_08 21:25:40	o0osado0o	0os2LaoDai	Linh Do Y 2	0	100	30236	1
2019_07_08 21:25:40	o0osado0o	0os2LaoDai	Linh Do Trang 2	0	101	30236	1
2019_07_08 21:25:40	hungtayninh3211	0oTháTËpBuffo0	Xu	2	1	30230	1600
2019_07_08 21:25:40	hungtayninh3211	0oTháTËpBuffo0	Thien Cang Lenh	2	95	204	18
2019_07_08 21:25:40	hungtayninh3211	0oTháTËpBuffo0	Thien Mon Kim Lenh	2	1	30370	39
2019_07_08 21:25:40	hungtayninh3211	0oTháTËpBuffo0	Linh Do Gioi Trai	0	102	30221	2
2019_07_08 21:25:40	hungtayninh3211	0oTháTËpBuffo0	Linh Do Gioi Phai	0	102	30222	2
2019_07_08 21:25:40	thanhhung3	0oThµnhH­ngHiHio	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	thanhhung3	0oThµnhH­ngHiHio	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	hungtayninh3212	0oTLQGµV«§èio0	Thiªn Th¹ch Tinh Th¹	2	1	1009	59
2019_07_08 21:25:40	hungtayninh3212	0oTLQGµV«§èio0	Xu	2	1	30230	1700
2019_07_08 21:25:40	hungtayninh3212	0oTLQGµV«§èio0	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	hungtayninh3212	0oTLQGµV«§èio0	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	duyentran200794	0oVac0o	Thiªn Th¹ch linh th¹	2	1	1068	1
2019_07_08 21:25:40	duyentran200794	0oVac0o	Dai Dinh Hon	2	1	1113	1
2019_07_08 21:25:40	duyentran200794	0oVac0o	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	duyentran200794	0oVac0o	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	duyentran200794	0oVac0o	Linh Do Gioi Phai	0	102	30222	3
2019_07_08 21:25:40	thanhhung1	0oVkThµnhH­ngo0	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	thanhhung1	0oVkThµnhH­ngo0	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	minhdinhw1	0sPara	Xu	2	1	30230	600
2019_07_08 21:25:40	minhdinhw1	0sPara	Thien Cang Lenh	2	95	204	20
2019_07_08 21:25:40	minhdinhw1	0sPara	Thien Mon Kim Lenh	2	1	30370	20
2019_07_08 21:25:40	minhdinhw1	0sPara	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	minhdinhw1	0sPara	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	minhdinhw1	0sPara	Linh Do Gioi Trai	0	102	30221	7
2019_07_08 21:25:40	minhdinhw1	0sPara	Linh Do Gioi Phai	0	102	30222	4
2019_07_08 21:25:40	minhdinhw1	0sPara	Linh Do Y 4	0	100	30238	4
2019_07_08 21:25:40	vewdai4	0x0x0x0x0xx0	B¹ch Kim Hång Bao	2	1	30229	10
2019_07_08 21:25:40	saodem	10iLOKzNoisyTYVT	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	saodem	10iLOKzNoisyTYVT	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	saodem	10iLOKzNoisyYDAU	Xu	2	1	30230	8700
2019_07_08 21:25:40	saodem	10iLOKzNoisyYDAU	Thien Mon Kim Lenh	2	1	30370	10
2019_07_08 21:25:40	saodem	10iLOKzNoisyYDAU	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	saodem	10iLOKzNoisyYDAU	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	trihaonttsk14	10JQKAz1202	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	trihaonttsk14	10JQKAz1202	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	trihaonttsk14	10JQKAz1202	Linh Do Gioi Trai	0	102	30221	1
2019_07_08 21:25:40	trihaonttsk14	10JQKAz1202	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	trihaonttsk14	10JQKAz1202	Linh Do Mao	0	103	30235	3
2019_07_08 21:25:40	trihaonttsk14	10JQKAz1202	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	trihaonttsk14	10JQKAz1202	Linh Do Trang 1	0	101	30235	1
2019_07_08 21:25:40	trihaonttsk1996	10JQKAz1280	Linh Do Gioi Trai	0	102	30221	1
2019_07_08 21:25:40	trihaonttsk1996	10JQKAz1280	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	huytientdnb	111111	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	huytientdnb	111111	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	huytientdnb	111111	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	huytientdnb	111111	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	duykienmm	1111111111	Thiªn Th¹ch Tinh Th¹	2	1	1009	116
2019_07_08 21:25:40	duykienmm	1111111111	Linh Do Gioi Trai	0	102	30221	1
2019_07_08 21:25:40	duykienmm	1111111111	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	duykienmm	1111111111	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	duykienmm	1111111111	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	duykienmm	1111111111	Linh Do Trang 1	0	101	30235	1
2019_07_08 21:25:40	tienhpno123	1111111111111	Linh Do Gioi Trai	0	102	30221	5
2019_07_08 21:25:40	tienhpno123	1111111111111	Linh Do Gioi Phai	0	102	30222	4
2019_07_08 21:25:40	tienhpno123	1111111111111	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	tienhpno123	1111111111111	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	trannam1599	111111111cc	Thiªn Th¹ch Tinh Th¹	2	1	1009	357
2019_07_08 21:25:40	trannam1599	111111111cc	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	trannam1599	111111111cc	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	trannam1599	111111111cc	Linh Do Gioi Trai	0	102	30221	3
2019_07_08 21:25:40	trannam123	111111c	Linh Do Gioi Trai	0	102	30221	2
2019_07_08 21:25:40	trannam123	111111c	Linh Do Gioi Phai	0	102	30222	2
2019_07_08 21:25:40	789645123vn	111111ggg	Bµn Long bÝch	2	1	1000	1
2019_07_08 21:25:40	123645789vnvn	11111rrrr	Bµn Long bÝch	2	1	1000	1
2019_07_08 21:25:40	123645789vnvnvn	11111zzzz	Bµn Long bÝch	2	1	1000	1
2019_07_08 21:25:40	vewdai3	112assaTTDD	Thien Cang Lenh	2	95	204	10
2019_07_08 21:25:40	idolfamily1	113114115	Linh Do Gioi Trai	0	102	30221	5
2019_07_08 21:25:40	idolfamily1	113114115	Linh Do Gioi Phai	0	102	30222	5
2019_07_08 21:25:40	idolfamily1	113114115	Linh Do Mao	0	103	30235	5
2019_07_08 21:25:40	idolfamily1	113114115	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	idolfamily1	113114115	Linh Do Trang 1	0	101	30235	1
2019_07_08 21:25:40	huutho1999	1133331s	Linh Do Gioi Trai	0	102	30221	4
2019_07_08 21:25:40	huutho1999	1133331s	Linh Do Gioi Phai	0	102	30222	5
2019_07_08 21:25:40	huutho1999	1133331s	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	huutho1999	1133331s	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	moltl1	11hOpen	Thiªn Th¹ch linh th¹	2	1	1068	1
2019_07_08 21:25:40	moltl1	11hOpen	Thiªn Th¹ch Tinh Th¹	2	1	1009	670
2019_07_08 21:25:40	moltl1	11hOpen	Xu	2	1	30230	223
2019_07_08 21:25:40	moltl1	11hOpen	Thien Cang Lenh	2	95	204	11
2019_07_08 21:25:40	moltl1	11hOpen	Thien Mon Kim Lenh	2	1	30370	25
2019_07_08 21:25:40	moltl1	11hOpen	Dai Dinh Hon	2	1	1113	1
2019_07_08 21:25:40	moltl1	11hOpen	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	moltl1	11hOpen	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	moltl1	11hOpen	Linh Do Gioi Trai	0	102	30221	4
2019_07_08 21:25:40	moltl1	11hOpen	Linh Do Gioi Phai	0	102	30222	2
2019_07_08 21:25:40	moltl1	11hOpen	Linh Do Mao	0	103	30235	2
2019_07_08 21:25:40	moltl1	11hOpen	Linh Do Y 1	0	100	30235	2
2019_07_08 21:25:40	bogiahuyday	1212121	Qu©n c«ng ch­¬ng	2	1	9999	1
2019_07_08 21:25:40	bogiahuyday	1212121	ChiÕn ThÇn hoµn	2	1	1005	6
2019_07_08 21:25:40	bogiahuyday	1212121	Thien Cang Lenh	2	95	204	30
2019_07_08 21:25:40	bogiahuyday	1212121	Thien Mon Kim Lenh	2	1	30370	40
2019_07_08 21:25:40	bogiahuyday	1212121	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	lqtrieu1	12123asd	Linh Do Gioi Trai	0	102	30221	8
2019_07_08 21:25:40	lqtrieu1	12123asd	Linh Do Gioi Phai	0	102	30222	7
2019_07_08 21:25:40	lqtrieu1	12123asd	Linh Do Y 2	0	100	30236	7
2019_07_08 21:25:40	lqtrieu1	12123asd	Linh Do Trang 2	0	101	30236	7
2019_07_08 21:25:40	03352853905	1213e35d	Thien Cang Lenh	2	95	204	20
2019_07_08 21:25:40	03352853905	1213e35d	Thien Mon Kim Lenh	2	1	30370	20
2019_07_08 21:25:40	03352853905	1213e35d	Linh Do Gioi Trai	0	102	30221	1
2019_07_08 21:25:40	03352853905	1213e35d	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	03352853905	1213e35d	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	03352853905	1213e35d	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	03352853905	1213e35d	Linh Do Trang 1	0	101	30235	1
2019_07_08 21:25:40	tepngo12345	123123122agfsdgs	Linh Do Gioi Trai	0	102	30221	2
2019_07_08 21:25:40	tepngo12345	123123122agfsdgs	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	kheng1997	123123123123123a	Tu Ch©n YÕu QuyÕt	2	0	554	1
2019_07_08 21:25:40	kheng1997	123123123123123a	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	trungtoan789	123123123123asd	Linh Do Mao	0	103	30235	3
2019_07_08 21:25:40	nguyenkhang123	123123123wsd	Qu©n c«ng ch­¬ng	2	1	9999	31
2019_07_08 21:25:40	nguyenkhang123	123123123wsd	Qu©n C«ng §¹i	2	1	9998	16
2019_07_08 21:25:40	nguyenkhang123	123123123wsd	Xu	2	1	30230	7300
2019_07_08 21:25:40	nguyenkhang123	123123123wsd	Quan Cong Vinh Du	2	1	30642	8
2019_07_08 21:25:40	boboy09	12312312asd	Linh Do Gioi Trai	0	102	30221	2
2019_07_08 21:25:40	boboy09	12312312asd	Linh Do Gioi Phai	0	102	30222	3
2019_07_08 21:25:40	boboy09	12312312asd	Linh Do Mao	0	103	30235	3
2019_07_08 21:25:40	boboy09	12312312asd	Linh Do Y 1	0	100	30235	2
2019_07_08 21:25:40	bietdoithan23	1231231asc	Cuu Thien Vo Cuc Don	2	1	1006	1
2019_07_08 21:25:40	netlongvi4	12312334543	Thien Cang Lenh	2	95	204	20
2019_07_08 21:25:40	netlongvi4	12312334543	Thien Mon Kim Lenh	2	1	30370	20
2019_07_08 21:25:40	netlongvi4	12312334543	Huyet Trich Thach 4	2	22	104	100
2019_07_08 21:25:40	netlongvi4	12312334543	Huyet Trich Thach 5	2	22	105	100
2019_07_08 21:25:40	netlongvi4	12312334543	Huyet Trich Thach 6	2	22	106	100
2019_07_08 21:25:40	netlongvi4	12312334543	Ho Phach Thach 4	2	22	304	100
2019_07_08 21:25:40	netlongvi4	12312334543	Ho Phach Thach 5	2	22	305	100
2019_07_08 21:25:40	netlongvi4	12312334543	Ho Phach Thach 6	2	22	306	100
2019_07_08 21:25:40	netlongvi4	12312334543	Nguyet Bach Thach 4	2	22	204	100
2019_07_08 21:25:40	netlongvi4	12312334543	Nguyet Bach Thach 5	2	22	205	100
2019_07_08 21:25:40	netlongvi4	12312334543	Nguyet Bach Thach 6	2	22	206	100
2019_07_08 21:25:40	netlongvi4	12312334543	Hac Dieu Thach 4	2	22	404	100
2019_07_08 21:25:40	netlongvi4	12312334543	Hac Dieu Thach 5	2	22	405	100
2019_07_08 21:25:40	netlongvi4	12312334543	Hac Dieu Thach 6	2	22	406	100
2019_07_08 21:25:40	netlongvi4	12312334543	Linh Do Gioi Trai	0	102	30221	1
2019_07_08 21:25:40	netlongvi4	12312334543	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	netlongvi4	12312334543	Linh Do Mao	0	103	30235	3
2019_07_08 21:25:40	netlongvi4	12312334543	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	quanmeo	123123a	Thien Cang Lenh	2	95	204	20
2019_07_08 21:25:40	quanmeo	123123a	Thien Mon Kim Lenh	2	1	30370	20
2019_07_08 21:25:40	quanmeo	123123a	Huyet Trich Thach 4	2	22	104	100
2019_07_08 21:25:40	quanmeo	123123a	Huyet Trich Thach 5	2	22	105	100
2019_07_08 21:25:40	quanmeo	123123a	Huyet Trich Thach 6	2	22	106	100
2019_07_08 21:25:40	quanmeo	123123a	Ho Phach Thach 4	2	22	304	100
2019_07_08 21:25:40	quanmeo	123123a	Ho Phach Thach 5	2	22	305	100
2019_07_08 21:25:40	quanmeo	123123a	Ho Phach Thach 6	2	22	306	100
2019_07_08 21:25:40	quanmeo	123123a	Nguyet Bach Thach 4	2	22	204	100
2019_07_08 21:25:40	quanmeo	123123a	Nguyet Bach Thach 5	2	22	205	100
2019_07_08 21:25:40	quanmeo	123123a	Nguyet Bach Thach 6	2	22	206	100
2019_07_08 21:25:40	quanmeo	123123a	Hac Dieu Thach 4	2	22	404	100
2019_07_08 21:25:40	quanmeo	123123a	Hac Dieu Thach 5	2	22	405	100
2019_07_08 21:25:40	quanmeo	123123a	Hac Dieu Thach 6	2	22	406	100
2019_07_08 21:25:40	1121211	123123aaa	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	1121211	123123aaa	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	1121211	123123aaa	Linh Do Gioi Trai	0	102	30221	3
2019_07_08 21:25:40	1121211	123123aaa	Linh Do Gioi Phai	0	102	30222	3
2019_07_08 21:25:40	1121211	123123aaa	Linh Do Mao	0	103	30235	4
2019_07_08 21:25:40	1121211	123123aaa	Linh Do Y 1	0	100	30235	3
2019_07_08 21:25:40	1121211	123123aaa	Linh Do Trang 1	0	101	30235	3
2019_07_08 21:25:40	dakiki1	123123asd12	Linh Do Gioi Trai	0	102	30221	2
2019_07_08 21:25:40	dakiki1	123123asd12	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	dakiki1	123123asd12	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	dakiki1	123123asd12	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	dakiki1	123123asd12	Linh Do Trang 1	0	101	30235	1
2019_07_08 21:25:40	quangluu2	123123asdasdasd	Linh Do Gioi Trai	0	102	30221	5
2019_07_08 21:25:40	quangluu2	123123asdasdasd	Linh Do Gioi Phai	0	102	30222	4
2019_07_08 21:25:40	quangluu2	123123asdasdasd	Linh Do Trang 1	0	101	30235	1
2019_07_08 21:25:40	bietdoithan22	123123zxc	Cuu Thien Vo Cuc Don	2	1	1006	1
2019_07_08 21:25:40	vuasonha2	12312421	Linh Do Gioi Trai	0	102	30221	1
2019_07_08 21:25:40	vuasonha2	12312421	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	vuasonha2	12312421	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	vuasonha2	12312421	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	vuasonha2	12312421	Linh Do Trang 1	0	101	30235	1
2019_07_08 21:25:40	0335285390w	12312sd	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	0335285390w	12312sd	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	lcpkha02	12313dasdsf	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	huan1997bn	1231adas	Thien Mon Kim Lenh	2	1	30370	300
2019_07_08 21:25:40	khang1102	1231xzcz	Linh Do Gioi Trai	0	102	30221	1
2019_07_08 21:25:40	khang1102	1231xzcz	Linh Do Gioi Phai	0	102	30222	1
2019_07_08 21:25:40	khang1102	1231xzcz	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	khang1102	1231xzcz	Linh Do Y 1	0	100	30235	1
2019_07_08 21:25:40	khang1102	1231xzcz	Linh Do Trang 1	0	101	30235	1
2019_07_08 21:25:40	vovuongphattru	12321213213	Tu Ch©n YÕu QuyÕt	2	0	554	6
2019_07_08 21:25:40	vovuongphattru	12321213213	Thiªn Th¹ch Tinh Th¹	2	1	1009	324
2019_07_08 21:25:40	volam12	12323asdasd	Thien Cang Lenh	2	95	204	20
2019_07_08 21:25:40	volam12	12323asdasd	Thien Mon Kim Lenh	2	1	30370	20
2019_07_08 21:25:40	huongsut123	123414213	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	huongsut123	123414213	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	duclc123	123456	ChiÕn ThÇn hoµn	2	1	1005	1
2019_07_08 21:25:40	duclc123	123456	Xu	2	1	30230	2400
2019_07_08 21:25:40	duclc123	123456	Linh Do Gioi Trai	0	102	30221	6
2019_07_08 21:25:40	duclc123	123456	Linh Do Gioi Phai	0	102	30222	3
2019_07_08 21:25:40	duclc123	123456	Linh Do Y 4	0	100	30238	1
2019_07_08 21:25:40	lamchikhong	123aqsdasdasd	Xu	2	1	30230	100
2019_07_08 21:25:40	moltl2	123asdasd	Qu©n c«ng ch­¬ng	2	1	9999	2
2019_07_08 21:25:40	moltl2	123asdasd	Qu©n C«ng §¹i	2	1	9998	2
2019_07_08 21:25:40	moltl2	123asdasd	Thiªn Th¹ch Tinh Th¹	2	1	1009	259
2019_07_08 21:25:40	moltl2	123asdasd	Xu	2	1	30230	211
2019_07_08 21:25:40	moltl2	123asdasd	Quan Cong Vinh Du	2	1	30642	1
2019_07_08 21:25:40	kcibpa2	123asdasd12	Thiªn Th¹ch Tinh Th¹	2	1	1009	374
2019_07_08 21:25:40	kcibpa2	123asdasd12	Linh Do Mao	0	103	30235	1
2019_07_08 21:25:40	boy1cham	123gfr	Thien Dia Gioi	0	102	30038	1
2019_07_08 21:25:40	boy1cham	123gfr	Nhat Nguyet Gioi	0	102	30037	1
2019_07_08 21:25:40	boy1cham	123gfr	Linh Do Y 3	0	100	30237	1
2019_07_08 21:25:40	laogiamin6	123qqqq	Thien Cang Lenh	2	95	204	20
2019_07_08 21:25:40	laogiamin6	123qqqq	Thien Mon Kim Lenh	2	1	30370	20
